"skuDisplayName","parentDisplayName","sku","parentSku","itemQty","skuGrossWeight","parentGrossWeight","expectedGrossWeight"
"Katyayani Sweet William Mixed Seeds_Flowering Seed 100gm x 1","Katyayani Sweet William Mixed Seeds_Flowering Seed 100gm x 1","G-84","G-84",1,0.1,0.1,
"Katyayani Clery Tall Utah  seeds 667 mg x 1","Katyayani Clery Tall Utah  seeds 667 mg x 1","G-540","G-540",1,0.0007337,0.0007337,
"Katyayani Thai Basil _Herb seeds 10gm x 1","Katyayani Thai Basil _Herb seeds 10gm x 1","G-275","G-275",1,0.01,0.01,
"Katyayani  Pepsin Powder,  100 gm (4.5oz) x 1","Katyayani  Pepsin Powder,  100 gm (4.5oz) x 1","G-370","G-370",1,0.1,0.1,
"Katyayani  Zinc Oxide 454 gm (1lb) x 1","Katyayani  Zinc Oxide 454 gm (1lb) x 1","G-411","G-411",1,0.454,0.454,
"Katyayani Sodium TripolyPhosphate 397gm x 1","Katyayani Sodium TripolyPhosphate 397gm x 1","K-824","K-824",1,0.397,0.397,
"Katyayani Asparagus Seeds_Vegitable Seed 10gm x 1","Katyayani Asparagus Seeds_Vegitable Seed 10gm x 1","G-235","G-235",1,0.01,0.01,
"Katyayani Brinjal Kateri Seeds_Vegitable Seed 10gm x 1","Katyayani Brinjal Kateri Seeds_Vegitable Seed 10gm x 1","G-211","G-211",1,0.01,0.01,
"Katyayani Artichoke Seeds_Vegitable Seed 100gm x 1","Katyayani Artichoke Seeds_Vegitable Seed 100gm x 1","G-222","G-222",1,0.1,0.1,
"Katyayani  Alpha Arbutin Powder  28 gm (1oz) x 1","Katyayani  Alpha Arbutin Powder  28 gm (1oz) x 1","G-391","G-391",1,0.028,0.028,
"Katyayani Vitamin C 63 gm (2.2 oz) x 1","Katyayani Vitamin C 63 gm (2.2 oz) x 1","G-398","G-398",1,0.063,0.063,
"Katyayani Tween 20 170 ml x 1","Katyayani Tween 20 170 ml x 1","G-422","G-422",1,0.17,0.17,
"Katyayani Green Chillie Seeds_Vegitable Seed 100gm x 1","Katyayani Green Chillie Seeds_Vegitable Seed 100gm x 1","G-108","G-108",1,0.1,0.1,
"Katyayani Sponge Gourd Seeds_Vegitable Seed 100gm x 1","Katyayani Sponge Gourd Seeds_Vegitable Seed 100gm x 1","G-218","G-218",1,0.1,0.1,
"Katyayani Leafy Vegetable Seeds Bundle of 5 Packet_Microgreen Seeds 100gm x 1","Katyayani Leafy Vegetable Seeds Bundle of 5 Packet_Microgreen Seeds 100gm x 1","G-254","G-254",1,0.1,0.1,
"Katyayani Turnip Seeds_Vegitable Seed 100gm x 1","Katyayani Turnip Seeds_Vegitable Seed 100gm x 1","G-220","G-220",1,0.1,0.1,
"Katyayani Red Capsicum Seeds_Vegitable Seed 10gm x 1","Katyayani Red Capsicum Seeds_Vegitable Seed 10gm x 1","G-113","G-113",1,0.01,0.01,
"Katyayani Magnesium Aluminium Silicate Powder 141 gm (5 oz) x 1","Katyayani Magnesium Aluminium Silicate Powder 141 gm (5 oz) x 1","G-390","G-390",1,0.141,0.141,
"Katyayani  Calcium Bentonite Clay Powder 907gm x 1","Katyayani  Calcium Bentonite Clay Powder 907gm x 1","G-323","G-323",1,0.907,0.907,
"Katyayani Cabbage Seeds_Vegitable Seed 100gm x 1","Katyayani Cabbage Seeds_Vegitable Seed 100gm x 1","G-170","G-170",1,0.1,0.1,
"Katyayani Green Clay powder 454 gm (1lb) x 1","Katyayani Green Clay powder 454 gm (1lb) x 1","G-413","G-413",1,0.454,0.454,
"Katyayani Okra Seeds (Lady Finger)_Vegitable Seed 10gm x 1","Katyayani Okra Seeds (Lady Finger)_Vegitable Seed 10gm x 1","G-111","G-111",1,0.01,0.01,
"Katyayani Foundation (Azoxystrobin 2.5%+thiophanate Methyl 11.25%+thiamethoxom 25% Fs) 100ml x 1","Katyayani Foundation (Azoxystrobin 2.5%+thiophanate Methyl 11.25%+thiamethoxom 25% Fs) 100ml x 1","K-5112","K-5112",1,0.1,0.1,
"Katyayani Dill Leaves Seeds (Suwa)_Herb seeds 100gm x 1","Katyayani Dill Leaves Seeds (Suwa)_Herb seeds 100gm x 1","G-274","G-274",1,0.1,0.1,
"Katyayani Alpha Lipoic Acid Powder 100 gm (3.52 oz) x 1","Katyayani Alpha Lipoic Acid Powder 100 gm (3.52 oz) x 1","G-343","G-343",1,0.1,0.1,
"Katyayani Vitamin E 200 gm (0.4lb) x 1","Katyayani Vitamin E 200 gm (0.4lb) x 1","G-331","G-331",1,0.2,0.2,
"Katyayani sodium Gluconate Powder 120 gm (4 oz) x 1","Katyayani sodium Gluconate Powder 120 gm (4 oz) x 1","G-418","G-418",1,0.12,0.12,
"Katyayani pH Minus 2.2 kg 5lb x 1","Katyayani pH Minus 2.2 kg 5lb x 1","G-440","G-440",1,2.2,2.2,
"Katyayani Cassia Nodosa Seeds - 100 g_Tree and Grass seeds 100gm x 1","Katyayani Cassia Nodosa Seeds - 100 g_Tree and Grass seeds 100gm x 1","G-305","G-305",1,0.1,0.1,
"Katyayani VAM technical 10gm x 1","Katyayani VAM technical 10gm x 1","G-481","G-481",1,0.01,0.01,
"Katyayani Antirrhinum Seeds_Flowering Seed 100gm x 1","Katyayani Antirrhinum Seeds_Flowering Seed 100gm x 1","G-86","G-86",1,0.1,0.1,
"Katyayani Capsicum Seeds_Vegitable Seed 100gm x 1","Katyayani Capsicum Seeds_Vegitable Seed 100gm x 1","G-116","G-116",1,0.1,0.1,
"Katyayani Marjoram Seeds_Herb seeds 100gm x 1","Katyayani Marjoram Seeds_Herb seeds 100gm x 1","G-290","G-290",1,0.1,0.1,
"Katyayani Cantaloupe Seeds (Muskmelon)_Fruit seeds 100gm x 1","Katyayani Cantaloupe Seeds (Muskmelon)_Fruit seeds 100gm x 1","G-296","G-296",1,0.1,0.1,
"Katyayani Acacia Catechu Seeds - 100 g_Tree and Grass seeds 100gm x 1","Katyayani Acacia Catechu Seeds - 100 g_Tree and Grass seeds 100gm x 1","G-318","G-318",1,0.1,0.1,
"Katyayani Ammonium Chloride - NH4Cl 500 gm (18oz) x 1","Katyayani Ammonium Chloride - NH4Cl 500 gm (18oz) x 1","G-379","G-379",1,0.5,0.5,
"Katyayani Beetroot Seeds_Vegitable Seed 10gm x 1","Katyayani Beetroot Seeds_Vegitable Seed 10gm x 1","G-119","G-119",1,0.01,0.01,
"Katyayani Green Amaranthus Seeds (Green Math)_Vegitable Seed 10gm x 1","Katyayani Green Amaranthus Seeds (Green Math)_Vegitable Seed 10gm x 1","G-199","G-199",1,0.01,0.01,
"Katyayani Amaranth Seeds (Chawli Bhaji)_Vegitable Seed 10gm x 1","Katyayani Amaranth Seeds (Chawli Bhaji)_Vegitable Seed 10gm x 1","G-197","G-197",1,0.01,0.01,
"Katyayani PHENOLPHTHALEIN INDICATOR SOLUTION 30 ml x 1","Katyayani PHENOLPHTHALEIN INDICATOR SOLUTION 30 ml x 1","G-377","G-377",1,0.03,0.03,
"Katyayani Purple Basil Seeds_Herb seeds 100gm x 1","Katyayani Purple Basil Seeds_Herb seeds 100gm x 1","G-288","G-288",1,0.1,0.1,
"Katyayani Swiss Chard Red  seeds 2000 mg x 1","Katyayani Swiss Chard Red  seeds 2000 mg x 1","G-506","G-506",1,0.0022,0.0022,
"Katyayani Gongura Seeds (Ambadi)_Vegitable Seed 100gm x 1","Katyayani Gongura Seeds (Ambadi)_Vegitable Seed 100gm x 1","G-194","G-194",1,0.1,0.1,
"Katyayani Essential Oxygen+ Hydrogen Peroxide  473 ml x 1","Katyayani Essential Oxygen+ Hydrogen Peroxide  473 ml x 1","G-364","G-364",1,0.473,0.473,
"Katyayani Helichrysum Seeds_Flowering Seed 10gm x 1","Katyayani Helichrysum Seeds_Flowering Seed 10gm x 1","G-97","G-97",1,0.01,0.01,
"Katyayani  Sodium Chloride 500 gm x 1","Katyayani  Sodium Chloride 500 gm x 1","G-388","G-388",1,0.5,0.5,
"Katyayani Cherry Tomatoes Seeds (Yellow)_Vegitable Seed 10gm x 1","Katyayani Cherry Tomatoes Seeds (Yellow)_Vegitable Seed 10gm x 1","G-155","G-155",1,0.01,0.01,
"Katyayani Green Chillie Seeds_Vegitable Seed 10gm x 1","Katyayani Green Chillie Seeds_Vegitable Seed 10gm x 1","G-107","G-107",1,0.01,0.01,
"Katyayani  Sucrose 500 gm (18oz) x 1","Katyayani  Sucrose 500 gm (18oz) x 1","G-385","G-385",1,0.5,0.5,
"Katyayani Lettuce Romaine Seeds (Long)_Vegitable Seed 100gm x 1","Katyayani Lettuce Romaine Seeds (Long)_Vegitable Seed 100gm x 1","G-128","G-128",1,0.1,0.1,
"Katyayani Dill Leaves Seeds (Suwa)_Herb seeds 10gm x 1","Katyayani Dill Leaves Seeds (Suwa)_Herb seeds 10gm x 1","G-273","G-273",1,0.01,0.01,
"Katyayani Potassium Bicarbonate 454 gm (1 lb) x 1","Katyayani Potassium Bicarbonate 454 gm (1 lb) x 1","G-362","G-362",1,0.454,0.454,
"Katyayani Lettuce Black Rose Seeds_Vegitable Seed 100gm x 1","Katyayani Lettuce Black Rose Seeds_Vegitable Seed 100gm x 1","G-184","G-184",1,0.1,0.1,
"Katyayani Balsom Camelia Mix  seeds 200 mg x 1","Katyayani Balsom Camelia Mix  seeds 200 mg x 1","G-519","G-519",1,0.00022,0.00022,
"Katyayani  Hyaluronic Acid Powder-Sodium Hyaluronate  30 gm ( 1.05 oz) x 1","Katyayani  Hyaluronic Acid Powder-Sodium Hyaluronate  30 gm ( 1.05 oz) x 1","G-401","G-401",1,0.03,0.03,
"Katyayani  Tocopherol Acetate Vitamin E Alpha  340 gm (12oz) x 1","Katyayani  Tocopherol Acetate Vitamin E Alpha  340 gm (12oz) x 1","G-328","G-328",1,0.34,0.34,
"Katyayani Guzania Sunshine Mix  seeds 20 mg x 1","Katyayani Guzania Sunshine Mix  seeds 20 mg x 1","G-528","G-528",1,0.000022,0.000022,
"Katyayani Amaranthus Mix Seeds_Flowering Seed 10gm x 1","Katyayani Amaranthus Mix Seeds_Flowering Seed 10gm x 1","G-95","G-95",1,0.01,0.01,
"Katyayani Bee Pollen Powder 227 gm (8 oz) x 1","Katyayani Bee Pollen Powder 227 gm (8 oz) x 1","G-455","G-455",1,0.227,0.227,
"Katyayani Cassia Javanica Seeds (Pink Shower Tree) - 100 g_Tree and Grass seeds 100gm x 1","Katyayani Cassia Javanica Seeds (Pink Shower Tree) - 100 g_Tree and Grass seeds 100gm x 1","G-301","G-301",1,0.1,0.1,
"Katyayani Yellow Capsicum Seeds_Vegitable Seed 10gm x 1","Katyayani Yellow Capsicum Seeds_Vegitable Seed 10gm x 1","G-129","G-129",1,0.01,0.01,
"Katyayani Gompherena Mix  seeds 5 mg x 1","Katyayani Gompherena Mix  seeds 5 mg x 1","G-538","G-538",1,0.0000055,0.0000055,
"Katyayani  Cream of Tartar 170 gm (6 oz) x 1","Katyayani  Cream of Tartar 170 gm (6 oz) x 1","G-350","G-350",1,0.17,0.17,
"Katyayani Kale Curly  seeds 43 mg x 1","Katyayani Kale Curly  seeds 43 mg x 1","G-537","G-537",1,0.0000473,0.0000473,
"Katyayani Niacin Powder - Vitamin B3 Supplement  453 gm (1lb) x 1","Katyayani Niacin Powder - Vitamin B3 Supplement  453 gm (1lb) x 1","G-327","G-327",1,0.453,0.453,
"Katyayani Fennel Seeds_Herb seeds 10gm x 1","Katyayani Fennel Seeds_Herb seeds 10gm x 1","G-281","G-281",1,0.01,0.01,
"Katyayani  Copper Metal Shot- 500 gm (18oz) x 1","Katyayani  Copper Metal Shot- 500 gm (18oz) x 1","G-373","G-373",1,0.5,0.5,
"Katyayani Radish Golden Seeds (Pusa Chatki)_Microgreen Seeds 10gm x 1","Katyayani Radish Golden Seeds (Pusa Chatki)_Microgreen Seeds 10gm x 1","G-245","G-245",1,0.01,0.01,
"Katyayani Zucchini Seeds (Squash)_Vegitable Seed 10gm x 1","Katyayani Zucchini Seeds (Squash)_Vegitable Seed 10gm x 1","G-131","G-131",1,0.01,0.01,
"Katyayani Lettuce Lollo Rosso Seeds_Vegitable Seed 10gm x 1","Katyayani Lettuce Lollo Rosso Seeds_Vegitable Seed 10gm x 1","G-181","G-181",1,0.01,0.01,
"Katyayani  Stearic Acid 454 gm (1lb) x 1","Katyayani  Stearic Acid 454 gm (1lb) x 1","G-410","G-410",1,0.454,0.454,
"Katyayani Thyme Seeds_Herb seeds 10gm x 1","Katyayani Thyme Seeds_Herb seeds 10gm x 1","G-271","G-271",1,0.01,0.01,
"Katyayani Guar Gum Powder 284 gm (10 oz) x 1","Katyayani Guar Gum Powder 284 gm (10 oz) x 1","G-363","G-363",1,0.284,0.284,
"Katyayani  Talc Powder, 500 gm (18oz) x 1","Katyayani  Talc Powder, 500 gm (18oz) x 1","G-386","G-386",1,0.5,0.5,
"Katyayani Eucalyptus Redgum Seeds - 100 g_Tree and Grass seeds 100gm x 1","Katyayani Eucalyptus Redgum Seeds - 100 g_Tree and Grass seeds 100gm x 1","G-308","G-308",1,0.1,0.1,
"Katyayani Pokchoy Green  seeds 833 mg x 1","Katyayani Pokchoy Green  seeds 833 mg x 1","G-526","G-526",1,0.0009163,0.0009163,
"Katyayani Calcium Hypochlorite 453 gm (16oz) x 1","Katyayani Calcium Hypochlorite 453 gm (16oz) x 1","G-439","G-439",1,0.453,0.453,
"Katyayani Cauliflower Seeds_Vegitable Seed 10gm x 1","Katyayani Cauliflower Seeds_Vegitable Seed 10gm x 1","G-147","G-147",1,0.01,0.01,
"Katyayani Potassium Chloride 500 gm (18oz) x 1","Katyayani Potassium Chloride 500 gm (18oz) x 1","G-383","G-383",1,0.5,0.5,
"Katyayani Lettuce Lollo Rosso Seeds_Vegitable Seed 100gm x 1","Katyayani Lettuce Lollo Rosso Seeds_Vegitable Seed 100gm x 1","G-182","G-182",1,0.1,0.1,
"Katyayani Cluster Beans Seeds_Vegitable Seed 100gm x 1","Katyayani Cluster Beans Seeds_Vegitable Seed 100gm x 1","G-174","G-174",1,0.1,0.1,
"Katyayani Brinjal Muktakeshi Giant Seeds_Vegitable Seed 10gm x 1","Katyayani Brinjal Muktakeshi Giant Seeds_Vegitable Seed 10gm x 1","G-203","G-203",1,0.01,0.01,
"Katyayani  Iron Oxide Powder 57 gm (2 oz) x 1","Katyayani  Iron Oxide Powder 57 gm (2 oz) x 1","G-400","G-400",1,0.057,0.057,
"Katyayani  Sodium Lauryl Sulfate 454 gm (1lb) x 1","Katyayani  Sodium Lauryl Sulfate 454 gm (1lb) x 1","G-409","G-409",1,0.454,0.454,
"Katyayani Tomato Seeds_Vegitable Seed 10gm x 1","Katyayani Tomato Seeds_Vegitable Seed 10gm x 1","G-99","G-99",1,0.01,0.01,
"Katyayani Red Round Radish Seeds_Vegitable Seed 100gm x 1","Katyayani Red Round Radish Seeds_Vegitable Seed 100gm x 1","G-172","G-172",1,0.1,0.1,
"Katyayani  Bentonite Clay Powder 113 gm ( 4oz) x 1","Katyayani  Bentonite Clay Powder 113 gm ( 4oz) x 1","G-412","G-412",1,0.113,0.113,
"Katyayani  Soap Noodles 454 gm (1lb) x 1","Katyayani  Soap Noodles 454 gm (1lb) x 1","G-446","G-446",1,0.454,0.454,
"Katyayani Phenoxyethanol 118 ml x 1","Katyayani Phenoxyethanol 118 ml x 1","G-406","G-406",1,0.118,0.118,
"Katyayani Lithium Chloride 100 gm (4.5oz) x 1","Katyayani Lithium Chloride 100 gm (4.5oz) x 1","G-387","G-387",1,0.1,0.1,
"Katyayani Artichoke Seeds_Vegitable Seed 10gm x 1","Katyayani Artichoke Seeds_Vegitable Seed 10gm x 1","G-221","G-221",1,0.01,0.01,
"Katyayani Broccali  seeds 857 mg x 1","Katyayani Broccali  seeds 857 mg x 1","G-513","G-513",1,0.0009427,0.0009427,
"Katyayani Bio Npk consortia powder 100 gm x 1","Katyayani Bio Npk consortia powder 100 gm x 1","K-6909","K-6909",1,0.11,0.11,
"Katyayani Fe EDDHA (Iron Chelate) Micronutrient 1 kg x 1","Katyayani Fe EDDHA (Iron Chelate) Micronutrient 1 kg x 1","K-6899","K-6899",1,1.1,1.1,
"Katyayani Trichoderma viride 1 ltr x 2","Katyayani Trichoderma viride 1 ltr x 1","K-6896","K-458",2,2.2,1.1,
"Katyayani Sulphur & Iron Bacteria 1 Ltr x 2","Katyayani Sulphur & Iron Bacteria 1 Ltr x 1","K-6901","K-97",2,2.2,1.1,
"Katyayani Defender CS 5 Ltr x 1","Katyayani Defender CS 5 Ltr x 1","K-6907","K-6907",1,5.5,5.5,
"Katyayani Bio Npk consortia powder 1 kg x 2","Katyayani Bio Npk consortia powder 1 kg x 1 ","K-6892","K-5405",2,2.2,1.1,
"Katyayani Liquid Consortia - Bio NPK 1 Ltr x 2","Katyayani Liquid Consortia - Bio NPK 1 Ltr x 1","K-6895","K-105",2,2.2,1.1,
"Katyayani Defender CS 1 Ltr x 3","Katyayani Defender CS 1 ltr x 1","K-6914","K-1304",3,3.3,1.1,
"Katyayani Cyfluthrin 10% WP 5kg x 3","Katyayani Cyfluthrin 10% WP 5kg x 1","K-6953","K-6951",3,16.5,5.5,
"Katyayani Cyfluthrin 10% WP 5kg x 5","Katyayani Cyfluthrin 10% WP 5kg x 1","K-6954","K-6951",5,27.5,5.5,
"Katyayani Cyphenothrin 5% EC 1 ltr x 5","Katyayani Cyphenothrin 5% EC 1 ltr x 1","K-6959","K-6957",5,5.5,1.1,
"Katyayani Cyphenothrin 5% EC 1 ltr x 100","Katyayani Cyphenothrin 5% EC 1 ltr x 1","K-6962","K-6957",100,110,1.1,
"Katyayani Humic+FULVIC 1 kg x 25","Katyayani Humic+FULVIC 1 kg x 1","K-6938","K-1200",25,27.5,1.1,
"Katyayani Humic+FULVIC Liquid 500 ml x 1","Katyayani Humic+FULVIC Liquid 500 ml x 1","K-5186","K-5186",1,0.55,0.55,
"Katyayani Gibberellic Acid 0.001% PGR 5 Ltr x 1","Katyayani Gibberellic Acid 0.001% PGR 5 Ltr x 1","K-7018","K-7018",1,5.5,5.5,
"Katyayani Phosphate Solubilizing Bacteria 25ltr x 1","Katyayani Phosphate Solubilizing Bacteria 25ltr x 1","K-6711","K-6711",1,27.5,27.5,
"Katyayani Potash Mobilizing Bacteria 25ltr x 1","Katyayani Potash Mobilizing Bacteria 25ltr x 1","K-6712","K-6712",1,27.5,27.5,
"Katyayani Zinc Solubiilizing Bacteria 25ltr x 1","Katyayani Zinc Solubiilizing Bacteria 25ltr x 1","K-6716","K-6716",1,27.5,27.5,
"Katyayani Forchlorfenuron 0.1%-(CPPU) 100ml x 1","Katyayani Forchlorfenuron 0.1%-(CPPU) 100ml x 1","K-6989","K-6989",1,0.11,0.11,
"Katyayani Calcium Solubilizing bacteria 1Ltr x 2","Katyayani Calcium Solubilizing bacteria 1Ltr x 1","K-6898","K-5676",2,2.2,1.1,
"Katyayani Magnesium Oxide 34% SC 5 Ltr x 1","Katyayani Magnesium Oxide 34% SC 5 Ltr x 1","K-6912","K-6912",1,5.5,5.5,
"Katyayani Trichoderma Viride Bio Fungicide Powder  1 kg x 2","Katyayani Trichoderma Viride Bio Fungicide Powder  1 kg x 1 ","K-6893","K-5142",2,2.2,1.1,
"K-Ortho - Orthosilicic Acid (OSA) 2 %	250 ml	250ml x 1","K-Ortho - Orthosilicic Acid (OSA) 2 %	250 ml	250ml x 1","K-7003","K-7003",1,0.275,0.275,
"Katyayani Defender CS 1 Ltr x 5","Katyayani Defender CS 1 ltr x 1","K-6915","K-1304",5,5.5,1.1,
"Katyayani Calcium Nitrate 1 kg x 5","Katyayani Calcium Nitrate 1 kg x 1","K-6891","K-6389",5,5.5,1.1,
"Katyayani Humic+FULVIC 1 kg x 2","Katyayani Humic+FULVIC 1 kg x 1","K-6902","K-1200",2,2.2,1.1,
"ELPI (Cymoxanil 8 % + Mancozeb 64 % WP)	50 Kg	50 Kg  x 1","ELPI (Cymoxanil 8 % + Mancozeb 64 % WP)	50 Kg	50 Kg  x 1","K-7001","K-7001",1,55,55,
"Katyayani Dr. Neem 1500 | Neem Oil Insecticide 1500 ppm 100ml x 1","Katyayani Dr. Neem 1500 | Neem Oil Insecticide 1500 ppm 100ml x 1","K-6905","K-6905",1,0.11,0.11,
"EMA5 - Emamectin benzoate 5 % SG	10 kg	10 kg x 1","EMA5 - Emamectin benzoate 5 % SG	10 kg	10 kg x 1","K-6998","K-6998",1,11,11,
"Flubendiamide 39.35 % sc – Fluben	75 ml	75 ml x 1","Flubendiamide 39.35 % sc – Fluben	75 ml	75 ml x 1","K-7000","K-7000",1,0.0825,0.0825,
"Katyayani Clothianidin 50% WG 6 gm x 200","Katyayani Clothianidin 50% WG 6 gm x 1","K-7016","K-6947",200,1.32,0.0066,
"Katyayani Cyfluthrin 10% WP 5kg x 1","Katyayani Cyfluthrin 10% WP 5kg x 1","K-6951","K-6951",1,5.5,5.5,
"Katyayani Cyfluthrin 10% WP 5kg x 100","Katyayani Cyfluthrin 10% WP 5kg x 1","K-6955","K-6951",100,550,5.5,
"Katyayani Cyphenothrin 5% EC 1 ltr x 3","Katyayani Cyphenothrin 5% EC 1 ltr x 1","K-6958","K-6957",3,3.3,1.1,
"Katyayani Cyphenothrin 5% EC 1 ltr x 50","Katyayani Cyphenothrin 5% EC 1 ltr x 1","K-6961","K-6957",50,55,1.1,
"Katyayani Activated Humic Acid + Fulvic Acid 98 jar 1 kg x 1","Katyayani Activated Humic Acid + Fulvic Acid 98 jar 1 kg x 1","K-7007","K-7007",1,1.1,1.1,
"Katyayani compost activator 25 Ltr x 1","Katyayani compost activator 25 Ltr x 1","K-6739","K-6739",1,27.5,27.5,
"Katyayani VAM (Vesicular Arbuscular Mycorrhiza) 5 Ltr x 1","Katyayani VAM (Vesicular Arbuscular Mycorrhiza) 5 Ltr x 1","K-6990","K-6990",1,5.5,5.5,
"Katyayani MIKOCHIN (CHLORMEQUAT CHLORIDE 50% SL) 500 ml x 1","Katyayani MIKOCHIN (CHLORMEQUAT CHLORIDE 50% SL) 500 ml x 1","K-6755","K-6755",1,0.55,0.55,
"Katyayani Cartap Hydrochloride 50% SP 100 gm x 1","Katyayani Cartap Hydrochloride 50% SP 100 gm x 1","K-6906","K-6906",1,0.11,0.11,
"Katyayani Zinc Solubiilizing Bacteria 1 Ltr x 2","Katyayani Zinc Solubiilizing Bacteria 1 Ltr x 1","K-6900","K-93",2,2.2,1.1,
"Katyayani BACILLUS SUPP 2% AS Powder 100 gm x 1","Katyayani BACILLUS SUPP 2% AS Powder 100 gm x 1","K-6911","K-6911",1,0.11,0.11,
"Spinosad 45% sc	75 ml	75 ml x 1","Spinosad 45% sc	75 ml	75 ml x 1","K-7002","K-7002",1,0.0825,0.0825,
"Katyayani Paecilomyces Lilacinus Bio Fungicide Powder 25 kg x 1","Katyayani Paecilomyces Lilacinus Bio Fungicide Powder 25 kg x 1","K-6903","K-6903",1,27.5,27.5,
"Katyayani Metarhizium Anisopliae Bio Insecticide Powder 1 kg x 2","Katyayani Metarhizium Anisopliae Bio Insecticide Powder 1 kg x 1 ","K-6894","K-5163",2,2.2,1.1,
"Katyayani Liquid Consortia - Bio NPK 100ml x 1","Katyayani Liquid Consortia - Bio NPK 100ml x 1","K-6908","K-6908",1,0.11,0.11,
"Katyayani Master 505 1 ltr x 1","Katyayani Master 505 1 ltr x 1","K-6904","K-6904",1,1.1,1.1,
"Katyayani Cyfluthrin 10% WP 5kg x 200","Katyayani Cyfluthrin 10% WP 5kg x 1","K-6956","K-6951",200,1100,5.5,
"Katyayani Cyphenothrin 5% EC 1 ltr x 10","Katyayani Cyphenothrin 5% EC 1 ltr x 1","K-6960","K-6957",10,11,1.1,
"Katyayani Flowering booster 25 Ltr x 1","Katyayani Flowering booster 25 Ltr x 1","K-6754","K-6754",1,27.5,27.5,
"Katyayani Humic+FULVIC 30 gm x 1","Katyayani Humic+FULVIC 30 gm x 1","K-6761","K-6761",1,0.033,0.033,
"Katyayani Humic Acid 25 kg x 1","Katyayani Humic Acid 25 kg x 1","K-6941","K-6941",1,27.5,27.5,
"Katyayani seaweed extract liquid 25 ltr x 2","Katyayani seaweed extract liquid 25 LTR X 1","K-6503","K-6062",2,55,27.5,
"Katyayani Sulphur & Iron Bacteria 25ltr x 1","Katyayani Sulphur & Iron Bacteria 25ltr x 1","K-6715","K-6715",1,27.5,27.5,
"Katyayani FIX IT - Alpha Naphthyl Acetic Acid 4.5 % SL 25ltr x 1","Katyayani FIX IT - Alpha Naphthyl Acetic Acid 4.5 % SL 25ltr x 1","K-7029","K-7029",1,27.5,27.5,
"Katyayani Defender CS 1 Ltr x 10","Katyayani Defender CS 1 ltr x 1","K-6916","K-1304",10,11,1.1,
"MALATHION 50% EC 25 ltr x 1","MALATHION 50% EC 25 ltr x 1","K-6734","K-6734",1,27.5,27.5,
"Katyayani Metarhizium Anisopliae 1 Ltr x 2","Katyayani Metarhizium anisopliae 1 Ltr x 1","K-6897","K-252",2,2.2,1.1,
"Katyayani Pseudomonas Fluorescens 100 gm x 1","Katyayani Pseudomonas Fluorescens 100 gm x 1","K-6910","K-6910",1,0.11,0.11,
"Katyayani Manganese EDTA 12% 5kg x 1","Katyayani Manganese EDTA 12% 5kg x 1","K-6913","K-6913",1,5.5,5.5,
"Chakraveer (Chlorantraniliprole 18.5 % SC ) 150 ml x 1","Chakraveer (Chlorantraniliprole 18.5 % SC ) 150 ml x 1","K-6800","K-6800",1,0.165,0.165,
"Flubendiamide 39.35 % sc – Fluben	250 ML	250 ml x 1","Flubendiamide 39.35 % sc – Fluben	250 ML	250 ml x 1","K-7041","K-7041",1,0.275,0.275,
"Katyayani Cyfluthrin 10% WP 5kg x 2","Katyayani Cyfluthrin 10% WP 5kg x 1","K-6952","K-6951",2,11,5.5,
"Katyayani Cyphenothrin 5% EC 1 ltr x 1","Katyayani Cyphenothrin 5% EC 1 ltr x 1","K-6957","K-6957",1,1.1,1.1,
"Katyayani npk 20 20 20 1 kg x 5","Katyayani npk 20 20 20 1 kg x 1","K-6793","K-6372",5,5.5,1.1,
"Katyayani Phosphate Solubilizing Bacteria 5 Ltr x 1","Katyayani Phosphate Solubilizing Bacteria 5 Ltr x 1","K-6991","K-6991",1,5.5,5.5,
"Katyayani Liquid Consortia - Bio NPK 25ltr x 1","Katyayani Liquid Consortia - Bio NPK 25ltr x 1","K-6713","K-6713",1,27.5,27.5,
"Katyayani MIKOCHIN (CHLORMEQUAT CHLORIDE 50% SL) 250ml x 3","Katyayani MIKOCHIN (CHLORMEQUAT CHLORIDE 50% SL) 250ml x 1","K-6942","K-5004",3,0.825,0.275,
"Katyayani Nutritious - Triacontanol 0.1% EW 100 ml X 2","Katyayani Nutritious - Triacontanol 0.1% EW 100 ml X 1","K-6788","K-5754",2,0.22,0.11,
"Katyayani Nutritious - Triacontanol 0.1% EW 100 ml X 5","Katyayani Nutritious - Triacontanol 0.1% EW 100 ml X 1","K-6789","K-5754",5,0.55,0.11,
"Katyayani Mono Potassium Phosphate 25kg x 1","Katyayani Mono Potassium Phosphate 25kg x 1","K-6934","K-6934",1,27.5,27.5,
"Katyayani Rootfast 1 kg x 1","Katyayani Rootfast 1 kg x 1","K-7032","K-7032",1,1.1,1.1,
"Katyayani Calcium EDTA 1 kg x 1","Katyayani Calcium EDTA 1 kg x 1","K-6759","K-6759",1,1.1,1.1,
"Katyayani Black organic prom 50 KG BAG X 1","Katyayani Black organic prom 50 KG BAG X 1","K-6929","K-6929",1,55,55,
"Katyayani carbon black 500gm x 1","Katyayani carbon black 500gm x 1","K-6940","K-6940",1,0.55,0.55,
"Katyayani Boost (Propiconazole 25 % EC) 100ml x 3","Katyayani Boost (Propiconazole 25 % EC) 100ml x 1","K-6807","K-6805",3,0.33,0.11,
