category,sub_category,sku,parentSku,bulk,variant_name,displayName,grossWeight,netWeight,itemQty,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-116,G-116,BK-215,100gm x 1,Capsicum Seeds_Vegitable Seed 100gm x 1,0.1,0.1,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-117,G-117,BK-216,10gm x 1,Lettuce Iceberg Seeds (Round)_Vegitable Seed 10gm x 1,0.01,0.01,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-118,G-118,BK-216,100gm x 1,Lettuce Iceberg Seeds (Round)_Vegitable Seed 100gm x 1,0.1,0.1,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-119,G-119,BK-217,10gm x 1,Beetroot Seeds_Vegitable Seed 10gm x 1,0.01,0.01,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-120,G-120,BK-217,100gm x 1,Beetroot Seeds_Vegitable Seed 100gm x 1,0.1,0.1,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-121,G-121,BK-218,10gm x 1,Fenugreek Seeds (Methi)_Vegitable Seed 10gm x 1,0.01,0.01,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-122,G-122,BK-218,100gm x 1,Fenugreek Seeds (Methi)_Vegitable Seed 100gm x 1,0.1,0.1,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-123,G-123,BK-219,10gm x 1,French Bean Seeds_Vegitable Seed 10gm x 1,0.01,0.01,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-124,G-124,BK-219,100gm x 1,French Bean Seeds_Vegitable Seed 100gm x 1,0.1,0.1,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-125,G-125,BK-220,10gm x 1,Bottlegourd Seeds (Long)_Vegitable Seed 10gm x 1,0.01,0.01,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-126,G-126,BK-220,100gm x 1,Bottlegourd Seeds (Long)_Vegitable Seed 100gm x 1,0.1,0.1,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-127,G-127,BK-221,10gm x 1,Lettuce Romaine Seeds (Long)_Vegitable Seed 10gm x 1,0.01,0.01,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-128,G-128,BK-221,100gm x 1,Lettuce Romaine Seeds (Long)_Vegitable Seed 100gm x 1,0.1,0.1,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-129,G-129,BK-222,10gm x 1,Yellow Capsicum Seeds_Vegitable Seed 10gm x 1,0.01,0.01,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-130,G-130,BK-222,100gm x 1,Yellow Capsicum Seeds_Vegitable Seed 100gm x 1,0.1,0.1,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-131,G-131,BK-223,10gm x 1,Zucchini Seeds (Squash)_Vegitable Seed 10gm x 1,0.01,0.01,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-132,G-132,BK-223,100gm x 1,Zucchini Seeds (Squash)_Vegitable Seed 100gm x 1,0.1,0.1,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-133,G-133,BK-224,10gm x 1,Radish Golden Seeds (Pusa Chatki)_Vegitable Seed 10gm x 1,0.01,0.01,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-134,G-134,BK-224,100gm x 1,Radish Golden Seeds (Pusa Chatki)_Vegitable Seed 100gm x 1,0.1,0.1,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-135,G-135,BK-225,10gm x 1,Kale Seeds_Vegitable Seed 10gm x 1,0.01,0.01,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-136,G-136,BK-225,100gm x 1,Kale Seeds_Vegitable Seed 100gm x 1,0.1,0.1,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-137,G-137,BK-226,10gm x 1,Red Amaranthus Seeds (Red Math)_Vegitable Seed 10gm x 1,0.01,0.01,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-138,G-138,BK-226,100gm x 1,Red Amaranthus Seeds (Red Math)_Vegitable Seed 100gm x 1,0.1,0.1,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-139,G-139,BK-227,10gm x 1,Green Onion Seeds (Leek)_Vegitable Seed 10gm x 1,0.01,0.01,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-140,G-140,BK-227,100gm x 1,Green Onion Seeds (Leek)_Vegitable Seed 100gm x 1,0.1,0.1,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-141,G-141,BK-228,10gm x 1,Bittergourd Seeds (Green Long)_Vegitable Seed 10gm x 1,0.01,0.01,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-142,G-142,BK-228,100gm x 1,Bittergourd Seeds (Green Long)_Vegitable Seed 100gm x 1,0.1,0.1,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-143,G-143,BK-229,10gm x 1,Green Peas Seeds_Vegitable Seed 10gm x 1,0.01,0.01,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-144,G-144,BK-229,100gm x 1,Green Peas Seeds_Vegitable Seed 100gm x 1,0.1,0.1,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-145,G-145,BK-230,10gm x 1,Brinjal Banarshi Giant Seeds_Vegitable Seed 10gm x 1,0.01,0.01,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-146,G-146,BK-230,100gm x 1,Brinjal Banarshi Giant Seeds_Vegitable Seed 100gm x 1,0.1,0.1,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-147,G-147,BK-231,10gm x 1,Cauliflower Seeds_Vegitable Seed 10gm x 1,0.01,0.01,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-148,G-148,BK-231,100gm x 1,Cauliflower Seeds_Vegitable Seed 100gm x 1,0.1,0.1,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-149,G-149,BK-232,10gm x 1,Carrot Nantes Seeds (Improved)_Vegitable Seed 10gm x 1,0.01,0.01,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-150,G-150,BK-232,100gm x 1,Carrot Nantes Seeds (Improved)_Vegitable Seed 100gm x 1,0.1,0.1,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-151,G-151,BK-233,10gm x 1,Drumstick Seeds (Moringa)_Vegitable Seed 10gm x 1,0.01,0.01,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-152,G-152,BK-233,100gm x 1,Drumstick Seeds (Moringa)_Vegitable Seed 100gm x 1,0.1,0.1,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-153,G-153,BK-234,10gm x 1,Desi Carrot Seeds (Long)_Vegitable Seed 10gm x 1,0.01,0.01,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-154,G-154,BK-234,100gm x 1,Desi Carrot Seeds (Long)_Vegitable Seed 100gm x 1,0.1,0.1,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-155,G-155,BK-235,10gm x 1,Cherry Tomatoes Seeds (Yellow)_Vegitable Seed 10gm x 1,0.01,0.01,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-156,G-156,BK-235,100gm x 1,Cherry Tomatoes Seeds (Yellow)_Vegitable Seed 100gm x 1,0.1,0.1,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-157,G-157,BK-236,10gm x 1,Indian Greens Bundle of 5 Packet_Vegitable Seed 10gm x 1,0.01,0.01,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-158,G-158,BK-236,100gm x 1,Indian Greens Bundle of 5 Packet_Vegitable Seed 100gm x 1,0.1,0.1,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-159,G-159,BK-237,10gm x 1,Pak Choi Seeds_Vegitable Seed 10gm x 1,0.01,0.01,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-160,G-160,BK-237,100gm x 1,Pak Choi Seeds_Vegitable Seed 100gm x 1,0.1,0.1,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-161,G-161,BK-238,10gm x 1,Black Brinjal Seeds (Round)_Vegitable Seed 10gm x 1,0.01,0.01,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-162,G-162,BK-238,100gm x 1,Black Brinjal Seeds (Round)_Vegitable Seed 100gm x 1,0.1,0.1,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-163,G-163,BK-239,10gm x 1,Ash Gourd Seeds_Vegitable Seed 10gm x 1,0.01,0.01,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-164,G-164,BK-239,100gm x 1,Ash Gourd Seeds_Vegitable Seed 100gm x 1,0.1,0.1,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-165,G-165,BK-240,10gm x 1,Celery Seeds_Vegitable Seed 10gm x 1,0.01,0.01,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-166,G-166,BK-240,100gm x 1,Celery Seeds_Vegitable Seed 100gm x 1,0.1,0.1,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-167,G-167,BK-241,10gm x 1,Sweetcorn Seeds_Vegitable Seed 10gm x 1,0.01,0.01,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-168,G-168,BK-241,100gm x 1,Sweetcorn Seeds_Vegitable Seed 100gm x 1,0.1,0.1,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-169,G-169,BK-242,10gm x 1,Cabbage Seeds_Vegitable Seed 10gm x 1,0.01,0.01,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-170,G-170,BK-242,100gm x 1,Cabbage Seeds_Vegitable Seed 100gm x 1,0.1,0.1,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-171,G-171,BK-243,10gm x 1,Red Round Radish Seeds_Vegitable Seed 10gm x 1,0.01,0.01,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-172,G-172,BK-243,100gm x 1,Red Round Radish Seeds_Vegitable Seed 100gm x 1,0.1,0.1,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-173,G-173,BK-244,10gm x 1,Cluster Beans Seeds_Vegitable Seed 10gm x 1,0.01,0.01,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-174,G-174,BK-244,100gm x 1,Cluster Beans Seeds_Vegitable Seed 100gm x 1,0.1,0.1,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-175,G-175,BK-245,10gm x 1,Red Cabbage Seeds_Vegitable Seed 10gm x 1,0.01,0.01,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-176,G-176,BK-245,100gm x 1,Red Cabbage Seeds_Vegitable Seed 100gm x 1,0.1,0.1,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-177,G-177,BK-246,10gm x 1,Malabar Spinach Seeds (Poi Saag)_Vegitable Seed 10gm x 1,0.01,0.01,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-178,G-178,BK-246,100gm x 1,Malabar Spinach Seeds (Poi Saag)_Vegitable Seed 100gm x 1,0.1,0.1,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-179,G-179,BK-247,10gm x 1,Leafy Vegetable Seeds Bundle of 5 Packet_Vegitable Seed 10gm x 1,0.01,0.01,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-180,G-180,BK-247,100gm x 1,Leafy Vegetable Seeds Bundle of 5 Packet_Vegitable Seed 100gm x 1,0.1,0.1,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-181,G-181,BK-248,10gm x 1,Lettuce Lollo Rosso Seeds_Vegitable Seed 10gm x 1,0.01,0.01,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-182,G-182,BK-248,100gm x 1,Lettuce Lollo Rosso Seeds_Vegitable Seed 100gm x 1,0.1,0.1,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-183,G-183,BK-249,10gm x 1,Lettuce Black Rose Seeds_Vegitable Seed 10gm x 1,0.01,0.01,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-184,G-184,BK-249,100gm x 1,Lettuce Black Rose Seeds_Vegitable Seed 100gm x 1,0.1,0.1,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-185,G-185,BK-250,10gm x 1,Black Brinjal Seeds (Long)_Vegitable Seed 10gm x 1,0.01,0.01,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-186,G-186,BK-250,100gm x 1,Black Brinjal Seeds (Long)_Vegitable Seed 100gm x 1,0.1,0.1,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-187,G-187,BK-251,10gm x 1,Red Onion Seeds_Vegitable Seed 10gm x 1,0.01,0.01,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-188,G-188,BK-251,100gm x 1,Red Onion Seeds_Vegitable Seed 100gm x 1,0.1,0.1,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-189,G-189,BK-252,10gm x 1,Chinese Cabbage Seeds_Vegitable Seed 10gm x 1,0.01,0.01,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-190,G-190,BK-252,100gm x 1,Chinese Cabbage Seeds_Vegitable Seed 100gm x 1,0.1,0.1,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-191,G-191,BK-253,10gm x 1,Red Pumpkin Seeds_Vegitable Seed 10gm x 1,0.01,0.01,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-192,G-192,BK-253,100gm x 1,Red Pumpkin Seeds_Vegitable Seed 100gm x 1,0.1,0.1,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-193,G-193,BK-254,10gm x 1,Gongura Seeds (Ambadi)_Vegitable Seed 10gm x 1,0.01,0.01,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-194,G-194,BK-254,100gm x 1,Gongura Seeds (Ambadi)_Vegitable Seed 100gm x 1,0.1,0.1,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-195,G-195,BK-255,10gm x 1,White Cucumber Seeds (Khira)_Vegitable Seed 10gm x 1,0.01,0.01,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-196,G-196,BK-255,100gm x 1,White Cucumber Seeds (Khira)_Vegitable Seed 100gm x 1,0.1,0.1,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-197,G-197,BK-256,10gm x 1,Amaranth Seeds (Chawli Bhaji)_Vegitable Seed 10gm x 1,0.01,0.01,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-198,G-198,BK-256,100gm x 1,Amaranth Seeds (Chawli Bhaji)_Vegitable Seed 100gm x 1,0.1,0.1,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-199,G-199,BK-257,10gm x 1,Green Amaranthus Seeds (Green Math)_Vegitable Seed 10gm x 1,0.01,0.01,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-200,G-200,BK-257,100gm x 1,Green Amaranthus Seeds (Green Math)_Vegitable Seed 100gm x 1,0.1,0.1,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-201,G-201,BK-258,10gm x 1,Exotic Vegetables Bundle of 5 Packet_Vegitable Seed 10gm x 1,0.01,0.01,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-202,G-202,BK-258,100gm x 1,Exotic Vegetables Bundle of 5 Packet_Vegitable Seed 100gm x 1,0.1,0.1,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-203,G-203,BK-259,10gm x 1,Brinjal Muktakeshi Giant Seeds_Vegitable Seed 10gm x 1,0.01,0.01,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-204,G-204,BK-259,100gm x 1,Brinjal Muktakeshi Giant Seeds_Vegitable Seed 100gm x 1,0.1,0.1,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-205,G-205,BK-260,10gm x 1,Green Brinjal Seeds (Long)_Vegitable Seed 10gm x 1,0.01,0.01,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-206,G-206,BK-260,100gm x 1,Green Brinjal Seeds (Long)_Vegitable Seed 100gm x 1,0.1,0.1,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-207,G-207,BK-261,10gm x 1,Indian Round Gourd Seeds (Tinda)_Vegitable Seed 10gm x 1,0.01,0.01,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-208,G-208,BK-261,100gm x 1,Indian Round Gourd Seeds (Tinda)_Vegitable Seed 100gm x 1,0.1,0.1,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-209,G-209,BK-262,10gm x 1,GREEN CUCUMBER_Vegitable Seed 10gm x 1,0.01,0.01,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-210,G-210,BK-262,100gm x 1,GREEN CUCUMBER_Vegitable Seed 100gm x 1,0.1,0.1,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-211,G-211,BK-263,10gm x 1,Brinjal Kateri Seeds_Vegitable Seed 10gm x 1,0.01,0.01,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-212,G-212,BK-263,100gm x 1,Brinjal Kateri Seeds_Vegitable Seed 100gm x 1,0.1,0.1,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-213,G-213,BK-264,10gm x 1,Broad Bean Seeds (Surti Papdi)_Vegitable Seed 10gm x 1,0.01,0.01,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-214,G-214,BK-264,100gm x 1,Broad Bean Seeds (Surti Papdi)_Vegitable Seed 100gm x 1,0.1,0.1,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-215,G-215,BK-265,10gm x 1,Noolkol Seeds_Vegitable Seed 10gm x 1,0.01,0.01,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-216,G-216,BK-265,100gm x 1,Noolkol Seeds_Vegitable Seed 100gm x 1,0.1,0.1,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-217,G-217,BK-266,10gm x 1,Sponge Gourd Seeds_Vegitable Seed 10gm x 1,0.01,0.01,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-218,G-218,BK-266,100gm x 1,Sponge Gourd Seeds_Vegitable Seed 100gm x 1,0.1,0.1,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-219,G-219,BK-267,10gm x 1,Turnip Seeds_Vegitable Seed 10gm x 1,0.01,0.01,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-220,G-220,BK-267,100gm x 1,Turnip Seeds_Vegitable Seed 100gm x 1,0.1,0.1,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-221,G-221,BK-268,10gm x 1,Artichoke Seeds_Vegitable Seed 10gm x 1,0.01,0.01,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-222,G-222,BK-268,100gm x 1,Artichoke Seeds_Vegitable Seed 100gm x 1,0.1,0.1,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-223,G-223,BK-269,10gm x 1,Cowpea Seeds (Lobia Beans)_Vegitable Seed 10gm x 1,0.01,0.01,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-224,G-224,BK-269,100gm x 1,Cowpea Seeds (Lobia Beans)_Vegitable Seed 100gm x 1,0.1,0.1,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-225,G-225,BK-270,10gm x 1,Snakegourd Seeds_Vegitable Seed 10gm x 1,0.01,0.01,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-226,G-226,BK-270,100gm x 1,Snakegourd Seeds_Vegitable Seed 100gm x 1,0.1,0.1,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-227,G-227,BK-271,10gm x 1,Val Seeds (Pawata)_Vegitable Seed 10gm x 1,0.01,0.01,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-228,G-228,BK-271,100gm x 1,Val Seeds (Pawata)_Vegitable Seed 100gm x 1,0.1,0.1,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-229,G-229,BK-272,10gm x 1,White Onion Seeds_Vegitable Seed 10gm x 1,0.01,0.01,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-230,G-230,BK-272,100gm x 1,White Onion Seeds_Vegitable Seed 100gm x 1,0.1,0.1,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-231,G-231,BK-273,10gm x 1,Mustard Leaves Seeds_Vegitable Seed 10gm x 1,0.01,0.01,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-232,G-232,BK-273,100gm x 1,Mustard Leaves Seeds_Vegitable Seed 100gm x 1,0.1,0.1,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-233,G-233,BK-274,10gm x 1,Green Podded Beans Seeds (Valor)_Vegitable Seed 10gm x 1,0.01,0.01,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-234,G-234,BK-274,100gm x 1,Green Podded Beans Seeds (Valor)_Vegitable Seed 100gm x 1,0.1,0.1,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-235,G-235,BK-275,10gm x 1,Asparagus Seeds_Vegitable Seed 10gm x 1,0.01,0.01,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-236,G-236,BK-275,100gm x 1,Asparagus Seeds_Vegitable Seed 100gm x 1,0.1,0.1,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-237,G-237,BK-276,10gm x 1,Spinach Seeds (Palak)_Microgreen Seeds 10gm x 1,0.01,0.01,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-238,G-238,BK-276,100gm x 1,Spinach Seeds (Palak)_Microgreen Seeds 100gm x 1,0.1,0.1,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-239,G-239,BK-277,10gm x 1,Broccoli Seeds_Microgreen Seeds 10gm x 1,0.01,0.01,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-240,G-240,BK-277,100gm x 1,Broccoli Seeds_Microgreen Seeds 100gm x 1,0.1,0.1,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-241,G-241,BK-278,10gm x 1,Beetroot Seeds_Microgreen Seeds 10gm x 1,0.01,0.01,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-242,G-242,BK-278,100gm x 1,Beetroot Seeds_Microgreen Seeds 100gm x 1,0.1,0.1,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-243,G-243,BK-279,10gm x 1,Fenugreek Seeds (Methi)_Microgreen Seeds 10gm x 1,0.01,0.01,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-244,G-244,BK-279,100gm x 1,Fenugreek Seeds (Methi)_Microgreen Seeds 100gm x 1,0.1,0.1,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-245,G-245,BK-280,10gm x 1,Radish Golden Seeds (Pusa Chatki)_Microgreen Seeds 10gm x 1,0.01,0.01,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-246,G-246,BK-280,100gm x 1,Radish Golden Seeds (Pusa Chatki)_Microgreen Seeds 100gm x 1,0.1,0.1,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-247,G-247,BK-281,10gm x 1,Carrot Nantes Seeds (Improved)_Microgreen Seeds 10gm x 1,0.01,0.01,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-248,G-248,BK-281,100gm x 1,Carrot Nantes Seeds (Improved)_Microgreen Seeds 100gm x 1,0.1,0.1,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-249,G-249,BK-282,10gm x 1,Indian Greens Bundle of 5 Packet_Microgreen Seeds 10gm x 1,0.01,0.01,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-250,G-250,BK-282,100gm x 1,Indian Greens Bundle of 5 Packet_Microgreen Seeds 100gm x 1,0.1,0.1,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-251,G-251,BK-283,10gm x 1,Sunflower Oil Seeds_Microgreen Seeds 10gm x 1,0.01,0.01,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-253,G-253,BK-284,10gm x 1,Leafy Vegetable Seeds Bundle of 5 Packet_Microgreen Seeds 10gm x 1,0.01,0.01,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-254,G-254,BK-284,100gm x 1,Leafy Vegetable Seeds Bundle of 5 Packet_Microgreen Seeds 100gm x 1,0.1,0.1,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-255,G-255,BK-285,10gm x 1,Amaranth Seeds (Chawli Bhaji)_Microgreen Seeds 10gm x 1,0.01,0.01,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-256,G-256,BK-285,100gm x 1,Amaranth Seeds (Chawli Bhaji)_Microgreen Seeds 100gm x 1,0.1,0.1,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-257,G-257,BK-286,10gm x 1,Green Amaranthus Seeds (Green Math)_Microgreen Seeds 10gm x 1,0.01,0.01,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-258,G-258,BK-286,100gm x 1,Green Amaranthus Seeds (Green Math)_Microgreen Seeds 100gm x 1,0.1,0.1,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-259,G-259,BK-287,10gm x 1,Mustard Leaves Seeds_Microgreen Seeds 10gm x 1,0.01,0.01,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-260,G-260,BK-287,100gm x 1,Mustard Leaves Seeds_Microgreen Seeds 100gm x 1,0.1,0.1,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-261,G-261,BK-288,10gm x 1,Italian Basil Seeds_Herb seeds 10gm x 1,0.01,0.01,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-262,G-262,BK-288,100gm x 1,Italian Basil Seeds_Herb seeds 100gm x 1,0.1,0.1,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-263,G-263,BK-289,10gm x 1,Tulsi Seeds (Holy Basil)_Herb seeds 10gm x 1,0.01,0.01,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-264,G-264,BK-289,100gm x 1,Tulsi Seeds (Holy Basil)_Herb seeds 100gm x 1,0.1,0.1,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-265,G-265,BK-290,10gm x 1,Oregano Seeds_Herb seeds 10gm x 1,0.01,0.01,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-266,G-266,BK-290,100gm x 1,Oregano Seeds_Herb seeds 100gm x 1,0.1,0.1,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-267,G-267,BK-291,10gm x 1,Arugula Seeds (Rocket Leaves)_Herb seeds 10gm x 1,0.01,0.01,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-268,G-268,BK-291,100gm x 1,Arugula Seeds (Rocket Leaves)_Herb seeds 100gm x 1,0.1,0.1,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-269,G-269,BK-292,10gm x 1,Parsley Seeds_Herb seeds 10gm x 1,0.01,0.01,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-270,G-270,BK-292,100gm x 1,Parsley Seeds_Herb seeds 100gm x 1,0.1,0.1,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-271,G-271,BK-293,10gm x 1,Thyme Seeds_Herb seeds 10gm x 1,0.01,0.01,1,,,,,,,,,,,,,,,,,,
Seeds,Seeds,G-272,G-272,BK-293,100gm x 1,Thyme Seeds_Herb seeds 100gm x 1,0.1,0.1,1,,,,,,,,,,,,,,,,,,
