category,mongodb_category,sub_category,mongodb_sub_category,sku,parentSku,bulk,mongodb_bulk,variant_name,mongodb_variant_name,displayName,mongodb_displayName,grossWeight,mongodb_grossWeight,netWeight,mongodb_netWeight,itemQty,mongodb_itemQty
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-504,K-501,BK-482,BK-482,250ml x 7,250ml x 7,Prodizol (Propiconazole 13.9 % + Difenoconazole 13.9 %) 250ml x 7,Katyayani Prodizol (Propiconazole 13.9 % + Difenoconazole 13.9 %) 250ml x 7,1.925,1.925,1.75,1.75,7,7
Pesticide,Pesticide,Bio Insecticides,Bio Insecticides,K-5559,K-5556,BK-651,BK-651,1Ltr x 10,1Ltr x 10,NEMA PRIME (Pochonia chlamydposporia 1% ) LIQUID 1Ltr x 10,Katyayani NEMA PRIME (Pochonia chlamydposporia 1% ) LIQUID 1Ltr x 10,11,11,10,10,10,10
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-513,K-508,BK-473,BK-473,250ml x 20,250ml x 20,Difenoconazole 25% EC - CONCOR 250ml x 20,Katyayani Concor 250ml x 20,5.5,5.5,5,5,20,20
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-5635,K-5824,BK-995,BK-995,250ml x 12,250ml x 12,Chatur - Mancozeb 40% + Azoxystrobin 7% 250ml x 12,Katyayani Chatur - Mancozeb 40% + Azoxystrobin 7% 250ml x 12,3.3,3.3,3,3,12,12
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-502,K-501,BK-482,BK-482,250ml x 3,250ml x 3,Prodizol (Propiconazole 13.9 % + Difenoconazole 13.9 %) 250ml x 3,Katyayani Prodizol (Propiconazole 13.9 % + Difenoconazole 13.9 %) 250ml x 3,0.825,0.825,0.75,0.75,3,3
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-515,K-515,BK-143,BK-143,400ml x 1,400ml x 1,Professor (Ametocitradin 27 + Dimethomorph 20.27 SC) 400ml x 1,Katyayani Professor (Ametocitradin 27 + Dimethomorph 20.27 SC) 400ml x 1,0.44,0.44,0.4,0.4,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-512,K-508,BK-473,BK-473,250ml x 12,250ml x 12,Difenoconazole 25% EC - CONCOR 250ml x 12,Katyayani Concor 250ml x 12,3.3,3.3,3,3,12,12
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-1139,K-1139,BK-143,BK-143,250ml x 1,250ml x 1,Professor (Ametocitradin 27 + Dimethomorph 20.27 SC) 250ml x 1,Katyayani Professor (Ametocitradin 27 + Dimethomorph 20.27 SC) 250ml x 1,0.275,0.275,0.25,0.25,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-518,K-515,BK-143,BK-143,400ml x 10,400ml x 10,Professor (Ametocitradin 27 + Dimethomorph 20.27 SC) 400ml x 10,Katyayani Professor (Ametocitradin 27 + Dimethomorph 20.27 SC) 400ml x 10,4.4,4.4,4,4,10,10
Pesticide,Pesticide,Bio Insecticides,Bio Insecticides,K-257,K-256,BK-862,BK-862,1 Ltr x 3,1 Ltr x 3,Triple Attack - VBM 1 Ltr x 3,Katyayani Triple Attack - VBM 1 Ltr x 3,3.3,3.3,3,3,3,3
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-490,K-489,BK-472,BK-472,250ml x 3,250ml x 3,Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 250ml x 3,Katyayani Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 250ml x 3,0.825,0.825,0.75,0.75,3,3
Pesticide,Pesticide,Bio Insecticides,Bio Insecticides,K-5558,K-5556,BK-651,BK-651,1Ltr x 5,1Ltr x 5,NEMA PRIME (Pochonia chlamydposporia 1% ) LIQUID 1Ltr x 5,Katyayani NEMA PRIME (Pochonia chlamydposporia 1% ) LIQUID 1Ltr x 5,5.5,5.5,5,5,5,5
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-7037,K-5824,BK-995,BK-995,250ml x 3,250ml x 3,Chatur - Mancozeb 40% + Azoxystrobin 7% 250ml x 3,Katyayani Chatur - Mancozeb 40% + Azoxystrobin 7% 250ml x 3,0.825,0.825,0.75,0.75,3,3
Fertilizer,Fertilizer,Bio Fertilizer,Bio Fertilizer,K-111,K-109,BK-863,BK-863,1 Ltr x 5,1 Ltr x 5,VAM (Vesicular Arbuscular Mycorrhiza) 1 Ltr x 5,Katyayani VAM (Vesicular Arbuscular Mycorrhiza) 1 Ltr x 5,5.5,5.5,5,5,5,5
Seeds,Seeds,Seeds,Seeds,G-648,G-607,BK-772,BK-772,250gm x 10,250gm x 10,alfalfa  (lucerne grass)_Trees and grass seeds 250gm x 10,Katyayani alfalfa (lucerne grass)_Trees and grass seeds 250gm x 10,2.5,2.5,2.5,2.5,10,10
Seeds,Seeds,Seeds,Seeds,G-689,G-689,BK-161,BK-161,1 gm x 1,1 gm x 1,cosmos mix seeds (1 gm) 1 gm x 1,Katyayani cosmos mix seeds (1 gm) 1 gm x 1,0.001,0.001,0.001,0.001,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-6274,K-6274,BK-47,BK-47,100 gm x 1,100 gm x 1,KTM (THIOPHANATE METHYL 70% WP) 100 gm x 1,Katyayani KTM (THIOPHANATE METHYL 70% WP) 100 gm x 1,0.11,0.11,0.1,0.1,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-534,K-533,BK-47,BK-47,250gm x 2,250gm x 2,KTM (THIOPHANATE METHYL 70% WP) 250gm x 2,Katyayani KTM (THIOPHANATE METHYL 70% WP) 250gm x 2,0.55,0.55,0.5,0.5,2,2
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-552,K-547,BK-467,BK-467,500gm x 40,500gm x 40,ELPI (Cymoxanil 8 % + Mancozeb 64 % WP) 500gm x 40,Katyayani ELPI (Cymoxanil 8 % + Mancozeb 64 % WP) 500gm x 40,22,22,20,20,40,40
other Products,other Products,Other Product,Other Product,G-757,G-757,BK-606,BK-606,50gm x 1,50gm  x1,D-Mannitol 50gm x 1,D-Mannitol50gm x1,0.05,0.05,0.05,0.05,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-5087,K-5087,BK-47,BK-47,1 kg x 1,1 kg x 1 ,KTM (THIOPHANATE METHYL 70% WP) 1 kg x 1,Katyayani KTM (THIOPHANATE METHYL 70% WP) 1 kg x 1 ,1.1,1.1,1,1,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-1383,K-1380,BK-528,BK-528,250ml x 7,250ml x 7,Namami - Tricyclazole 18.0% + Tebuconazole 14.4% SC 250ml x 7,Katyayani Namami - Tricyclazole 18.0% + Tebuconazole 14.4% SC 250ml x 7,1.925,1.925,1.75,1.75,7,7
Fungicide,Fungicide,Bio Fungicide,Bio Fungicide,K-5146,K-5146,BK-553,BK-553,1 kg x 1,1 kg x 1 ,Paecilomyces Lilacinus Bio Powder 1 kg x 1,Katyayani Paecilomyces Lilacinus Bio Fungicide Powder 1 kg x 1 ,1.1,1.1,1,1,1,1
Fertilizer,Fertilizer,Bio Stimulant,Bio Stimulant,K-143,K-142,BK-5830,BK-5830,1 Ltr x 3,1 Ltr x 3,Bhannat Biostimulant 1 Ltr x 3,Katyayani Bhannat Biostimulant 1 Ltr x 3,3.3,3.3,3,3,3,3
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-6076,K-6076,BK-46,BK-46,500gm x 1,500gm x 1,COC (Copper Oxychloride 50% WP) 500gm x 1,Katyayani COC (Copper Oxychloride 50% WP) 500gm x 1,0.55,0.55,0.5,0.5,1,1
Fertilizer,Fertilizer,Bio Fertilizer,Bio Fertilizer,K-100,K-97,BK-902,BK-902,1 Ltr x 10,1 Ltr x 10,Sulphur & Iron Bacteria 1 Ltr x 10,Katyayani Sulphur & Iron Bacteria 1 Ltr x 10,11,11,10,10,10,10
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-7028,K-7028,BK-472,BK-472,500 ML x 1,500 ML x 1,Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 500 ML x 1,Katyayani Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 500 ML x 1,0.55,0.55,0.5,0.5,1,1
Fertilizer,Fertilizer,Bio Fertilizer,Bio Fertilizer,K-6716,K-6716,BK-998,BK-998,25ltr x 1,25ltr x 1,Zinc Solubiilizing Bacteria 25ltr x 1,Katyayani Zinc Solubiilizing Bacteria 25ltr x 1,27.5,27.5,25,25,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-456,K-547,BK-467,BK-467,500gm x 100,500gm x 100,ELPI (Cymoxanil 8 % + Mancozeb 64 % WP) 500gm x 100,Katyayani ELPI (Cymoxanil 8 % + Mancozeb 64 % WP) 500gm x 100,55,55,50,50,100,100
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-457,K-5019,BK-467,BK-467,1 Kg x 100,1 Kg x 100,ELPI (Cymoxanil 8 % + Mancozeb 64 % WP) 1 Kg x 100,Katyayani ELPI (Cymoxanil 8 % + Mancozeb 64 % WP) 1 Kg x 100,110,110,100,100,100,100
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-555,K-553,BK-632,BK-632,500gm x 3,500gm x 3,Tebusul (Tebuconazole 10 % + sulphur 65 % wg) 500gm x 3,Katyayani Tebusul (Tebuconazole 10 % + sulphur 65 % wg) 500gm x 3,1.65,1.65,1.5,1.5,3,3
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-1212,K-561,BK-44,BK-44,800gm x 50,800gm x 50,kzeb (Mancozeb 75% WP) 800gm x 50,Katyayani kzeb (Mancozeb 75% WP) 800gm x 50,55,55,50,50,50,50
Fertilizer,Fertilizer,Bio Fertilizer,Bio Fertilizer,K-5988,K-5988,BK-917,BK-917,25LTR X 1,25LTR X 1,Rhizobium spp 25LTR X 1,Katyayani Rhizobium spp 25LTR X 1,27.5,27.5,25,25,1,1
Pesticide,Pesticide,Bio Insecticides,Bio Insecticides,K-5160,K-5159,BK-468,BK-468,1 kg x 3,1 kg x 3,BT Bio Larvicide Powder 1 kg x 3,Katyayani BT Bio Larvicide Powder 1 kg x 3,3.3,3.3,3,3,3,3
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-535,K-533,BK-47,BK-47,250gm x 4,250gm x 4,KTM (THIOPHANATE METHYL 70% WP) 250gm x 4,Katyayani KTM (THIOPHANATE METHYL 70% WP) 250gm x 4,1.1,1.1,1,1,4,4
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-6766,K-6766,BK-60,BK-60,25 Ltr x 1,25 Ltr x 1,Azoxy (Azoxystrobin 23 % sc) 25 Ltr x 1,Katyayani Azoxy (Azoxystrobin 23 % sc) 25 Ltr x 1,27.5,27.5,25,25,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-6318,K-6318,BK-44,BK-44,25 kg x 1,25 kg x 1,kzeb (Mancozeb 75% WP) 25 kg x 1,Katyayani kzeb (Mancozeb 75% WP) 25 kg x 1,27.5,27.5,25,25,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-1189,K-1189,BK-44,BK-44,1kg x 1,1kg x 1,Advance Pesticide Mancozeb 75 1kg x 1,Katyayani Advance Pesticide Mancozeb 75 1kg x 1,1.1,1.1,1,1,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-439,K-433,BK-475,BK-475,250ml x 40,250ml x 40,Boost (Propiconazole 25 % EC) 250ml x 40,Katyayani Boost (Propiconazole 25 % EC) 250ml x 40,11,11,10,10,40,40
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-5867,K-5867,BK-46,BK-46,1KG X 1,1KG X 1,COC (Copper Oxychloride 50% WP) 1KG X 1,Katyayani COC (Copper Oxychloride 50% WP) 1KG X 1,1.1,1.1,1,1,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-5045,K-5045,BK-46,BK-46,20kg x 1,20kg x 1,COC (Copper Oxychloride 50% WP) 20kg x 1,Katyayani COC (Copper Oxychloride 50% WP) 20kg x 1,22,22,20,20,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-1153,K-1153,BK-45,BK-45,100gm x 1,100gm x 1,Samartha - Carbendazim 12 % + Mancozeb 63 % WP 100gm x 1,Katyayani Samartha - Carbendazim 12 % + Mancozeb 63 % WP 100gm x 1,0.11,0.11,0.1,0.1,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-559,K-554,BK-632,BK-632,1 Kg x 20,1 Kg x 20,Tebusul (Tebuconazole 10 % + sulphur 65 % wg) 1 Kg x 20,Katyayani Tebusul (Tebuconazole 10 % + sulphur 65 % wg) 1 Kg x 20,22,22,20,20,20,20
Fertilizer,Fertilizer,Bio Fertilizer,Bio Fertilizer,K-75,K-73,BK-994,BK-994,1 Ltr x 5,1 Ltr x 5,Azotobacter spp 1 Ltr x 5,Katyayani Azotobacter spp 1 Ltr x 5,5.5,5.5,5,5,5,5
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-1190,K-1190,BK-45,BK-45,250gm x 1,250gm x 1,Samartha - Carbendazim 12 % + Mancozeb 63 % WP 250gm x 1,Katyayani Samartha - Carbendazim 12 % + Mancozeb 63 % WP 250gm x 1,0.275,0.275,0.25,0.25,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-6500,K-6500,BK-499,BK-499,500 ml x 1,500 ml x 1,DrZole (Azoxystrobin 11.00 % Tebuconazole 18.30 % SC) 500 ml x 1,Katyayani DrZole (Azoxystrobin 11.00 % Tebuconazole 18.30 % SC) 500 ml x 1,0.55,0.55,0.5,0.5,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-539,K-533,BK-47,BK-47,250gm x 40,250gm x 40,KTM (THIOPHANATE METHYL 70% WP) 250gm x 40,Katyayani KTM (THIOPHANATE METHYL 70% WP) 250gm x 40,11,11,10,10,40,40
Fertilizer,Fertilizer,Bio Fertilizer,Bio Fertilizer,K-1166,K-1166,BK-09,BK-09,970gm x 1,970gm x 1,MYCORRHIZA 970gm x 1,Katyayani MYCORRHIZA 970gm x 1,1.067,1.067,0.97,0.97,1,1
Fertilizer,Fertilizer,Bio Stimulant,Bio Stimulant,K-6392,K-6392,BK-5830,BK-5830,50 ml x 1,50 ml x 1,Bhannat Biostimulant 50 ml x 1,Katyayani Bhannat Biostimulant 50 ml x 1,0.055,0.055,0.05,0.05,1,1
other Products,other Products,Other Product,Other Product,G-747,G-747,BK-928,BK-928,120Gm x 1,120 Gm  x1,Cellulose Ether 120Gm x 1,Cellulose Ether120 Gm x1,0.12,0.12,0.12,0.12,1,1
Pesticide,Pesticide,Bio Insecticides,Bio Insecticides,K-251,K-248,BK-997,BK-997,1 Ltr x 10,1 Ltr x 10,Verticillium lecanii 1 Ltr x 10,Katyayani Verticillium lecanii 1 Ltr x 10,11,11,10,10,10,10
other Products,other Products,Lab-Grade,Lab-Grade,G-763,G-763,BK-378,BK-378,5gm x 1,5 gm x 1,Pepsin Powder 5gm x 1,Pepsin Powder 5 gm x 1,0.005,0.005,0.005,0.005,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-5298,K-5298,BK-03,BK-03,5 KG x 1,5 KG x 1,dismiss (Dimethomorph 50% WP) 5 KG x 1,Katyayani dismiss (Dimethomorph 50% WP) 5 KG x 1,5.5,5.5,5,5,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-530,K-527,BK-43,BK-43,800gm x 10,800gm x 10,PROPI - Propineb 70% WP 800gm x 10,Katyayani PROPI - Propineb 70% WP 800gm x 10,8.8,8.8,8,8,10,10
Pesticide,Pesticide,Bio Insecticides,Bio Insecticides,K-5164,K-5163,BK-859,BK-859,1 kg x 3,1 kg x 3,Metarhizium Anisopliae Bio Insecticide Powder 1 kg x 3,Katyayani Metarhizium Anisopliae Bio Insecticide Powder 1 kg x 3,3.3,3.3,3,3,3,3
Fertilizer,Fertilizer,Bio Fertilizer,Bio Fertilizer,K-6282,K-6282,BK-543,BK-543,1 kg x 1,1 kg x 1,BHUMIRAJA (MYCORRHIZA) 1 kg x 1,Katyayani BHUMIRAJA (MYCORRHIZA) 1 kg x 1,1.1,1.1,1,1,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-5199,K-567,BK-46,BK-46,250gm x 8,250gm x 8,COC (Copper Oxychloride 50% WP) 250gm x 8,Katyayani COC (Copper Oxychloride 50% WP) 250gm x 8,2.2,2.2,2,2,8,8
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-6699,K-6699,BK-473,BK-473,1ltr x 1,1ltr x 1,Difenoconazole 25% EC - CONCOR 1ltr x 1,Katyayani Concor 1ltr x 1,1.1,1.1,1,1,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-494,K-489,BK-472,BK-472,250ml x 20,250ml x 20,Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 250ml x 20,Katyayani Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 250ml x 20,5.5,5.5,5,5,20,20
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-517,K-515,BK-143,BK-143,400ml x 5,400ml x 5,Professor (Ametocitradin 27 + Dimethomorph 20.27 SC) 400ml x 5,Katyayani Professor (Ametocitradin 27 + Dimethomorph 20.27 SC) 400ml x 5,2.2,2.2,2,2,5,5
Fertilizer,Fertilizer,Bio Fertilizer,Bio Fertilizer,K-69,K-69,BK-917,BK-917,1 Ltr x 1,1 Ltr x 1,Rhizobium spp 1 Ltr x 1,Katyayani Rhizobium spp 1 Ltr x 1,1.1,1.1,1,1,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-548,K-547,BK-467,BK-467,500gm x 3,500gm x 3,ELPI (Cymoxanil 8 % + Mancozeb 64 % WP) 500gm x 3,Katyayani ELPI (Cymoxanil 8 % + Mancozeb 64 % WP) 500gm x 3,1.65,1.65,1.5,1.5,3,3
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-6621,K-5690,BK-499,BK-499,100ml x 2,100ml x 2,DrZole (Azoxystrobin 11.00 % Tebuconazole 18.30 % SC) 100ml x 2,Katyayani DrZole (Azoxystrobin 11.00 % Tebuconazole 18.30 % SC) 100ml x 2,0.22,0.22,0.2,0.2,2,2
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-1280,K-5824,BK-995,BK-995,250ml x 40,250ml x 40,Chatur - Mancozeb 40% + Azoxystrobin 7% 250ml x 40,Katyayani Chatur - Mancozeb 40% + Azoxystrobin 7% 250ml x 40,11,11,10,10,40,40
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-1386,K-1380,BK-528,BK-528,250ml x 40,250ml x 40,Namami - Tricyclazole 18.0% + Tebuconazole 14.4% SC 250ml x 40,Katyayani Namami - Tricyclazole 18.0% + Tebuconazole 14.4% SC 250ml x 40,11,11,10,10,40,40
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-5998,K-5998,BK-499,BK-499,1ltr x 1,1ltr x 1,DrZole (Azoxystrobin 11.00 % Tebuconazole 18.30 % SC) 1ltr x 1,Katyayani DrZole (Azoxystrobin 11.00 % Tebuconazole 18.30 % SC) 1ltr x 1,1.1,1.1,1,1,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-1136,K-1139,BK-143,BK-143,250 ML x 2,250 ML x 2,Professor (Ametocitradin 27 + Dimethomorph 20.27 SC) 250 ML x 2,Katyayani Professor (Ametocitradin 27 + Dimethomorph 20.27 SC) 250 ML x 2,0.55,0.55,0.5,0.5,2,2
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-5819,K-6721,BK-143,BK-143,5 Ltr x 6,5 Ltr x 6,Professor (Ametocitradin 27 + Dimethomorph 20.27 SC) 5 Ltr x 6,Katyayani Professor (Ametocitradin 27 + Dimethomorph 20.27 SC) 5 Ltr x 6,33,33,30,30,6,6
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-6796,K-6219,BK-472,BK-472,1 Ltr  x 2,1 Ltr  x 2,Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 1 Ltr  x 2,Katyayani Azoxystrobin 18.2% + Difenoconazole 11.4% SC 1 Ltr x 2,2.2,2.2,2,2,2,2
Fertilizer,Fertilizer,Bio Fertilizer,Bio Fertilizer,K-80,K-77,BK-652,BK-652,1 Ltr x 10,1 Ltr x 10,Azospirillum spp 1 Ltr x 10,Katyayani Azospirillum spp 1 Ltr x 10,11,11,10,10,10,10
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-6914,K-1304,BK-852,BK-852,1 Ltr x 3,1 Ltr x 3,Defender CS 1 Ltr x 3,Katyayani Defender CS 1 Ltr x 3,3.3,3.3,3,3,3,3
Fertilizer,Fertilizer,Bio Fertilizer,Bio Fertilizer,K-5658,K-5658,BK-526,BK-526,250gm x 1,250gm x 1,Bio Npk consortia powder 250gm x 1,Katyayani Bio Npk consortia powder 250gm x 1,0.275,0.275,0.25,0.25,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-528,K-527,BK-43,BK-43,800gm x 2,800gm x 2,PROPI - Propineb 70% WP 800gm x 2,Katyayani PROPI - Propineb 70% WP 800gm x 2,1.76,1.76,1.6,1.6,2,2
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-1211,K-533,BK-47,BK-47,250gm x 3,250gm x 3,KTM (THIOPHANATE METHYL 70% WP) 250gm x 3,Katyayani KTM (THIOPHANATE METHYL 70% WP) 250gm x 3,0.825,0.825,0.75,0.75,3,3
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-493,K-489,BK-472,BK-472,250ml x 12,250ml x 12,Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 250ml x 12,Katyayani Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 250ml x 12,3.3,3.3,3,3,12,12
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-1388,K-1387,BK-145,BK-145,100 gm x 2,100 gm x 2,Plantivo - Tebuconazole 50% + Trifloxystrobin 25% WG 100 gm x 2,Katyayani Kartavya - Tebuconazole 50% + Trifloxystrobin 25% WG 100 gm x 2,0.22,0.22,0.2,0.2,2,2
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-1209,K-1139,BK-143,BK-143,250ml x 20,250ml x 20,Professor (Ametocitradin 27 + Dimethomorph 20.27 SC) 250ml x 20,Katyayani Professor (Ametocitradin 27 + Dimethomorph 20.27 SC) 250ml x 20,5.5,5.5,5,5,20,20
Fungicide,Fungicide,Bio Fungicide,Bio Fungicide,K-468,K-466,BK-817,BK-817,1 ltr x 5,1 ltr x 5,Ampelomyces quisqualis 1 ltr x 5,Katyayani Ampelomyces quisqualis 1 ltr x 5,5.5,5.5,5,5,5,5
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-6098,K-6098,BK-06,BK-06,25kg x 1,25kg x 1,Copper Sulphate 25kg x 1,Katyayani Copper Sulphate 25kg x 1,27.5,27.5,25,25,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-520,K-515,BK-143,BK-143,400ml x 100,400ml x 100,Professor (Ametocitradin 27 + Dimethomorph 20.27 SC) 400ml x 100,Katyayani Professor (Ametocitradin 27 + Dimethomorph 20.27 SC) 400ml x 100,44,44,40,40,100,100
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-6077,K-6077,BK-06,BK-06,500gm x 1,500gm x 1,Copper Sulphate 500gm x 1,Katyayani Copper Sulphate 500gm x 1,0.55,0.55,0.5,0.5,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-6159,K-6159,BK-995,BK-995,1Ltr x 1,1Ltr x 1,Chatur - Mancozeb 40% + Azoxystrobin 7% 1Ltr x 1,Katyayani Chatur - Mancozeb 40% + Azoxystrobin 7% 1Ltr x 1,1.1,1.1,1,1,1,1
Seeds,Seeds,Seeds,Seeds,G-642,G-588,BK-250,BK-250,0.5gm x 10,0.5gm x 10,black brinjal  (round)_Vegetable seeds 0.5gm x 10,Katyayani black brinjal (round)_Vegetable seeds 0.5gm x 10,0.005,0.005,0.005,0.005,10,10
Fertilizer,Fertilizer,Bio Fertilizer,Bio Fertilizer,K-5403,K-5401,BK-493,BK-493,1Ltr x 5,1Ltr x 5,BACSIL SILICA SOLUBIZING BACTERIA 1Ltr x 5,Katyayani BACSIL SILICA SOLUBIZING BACTERIA 1Ltr x 5,5.5,5.5,5,5,5,5
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-5636,K-5824,BK-995,BK-995,250ml x 20,250ml x 20,Chatur - Mancozeb 40% + Azoxystrobin 7% 250ml x 20,Katyayani Chatur - Mancozeb 40% + Azoxystrobin 7% 250ml x 20,5.5,5.5,5,5,20,20
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-5810,K-5810,BK-06,BK-06,470g x 1,470g x 1,Copper Sulphate 470g x 1,Katyayani Copper Sulphate 470g x 1,0.517,0.517,0.47,0.47,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-5638,K-521,BK-144,BK-144,400gm x 2,400gm x 2,Meta-manco 400gm x 2,Katyayani Meta-manco 400gm x 2,0.88,0.88,0.8,0.8,2,2
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-5254,K-5254,BK-146,BK-146,150ML x 1,150ML x 1,thifluzamide 24% SC Peter 150ML x 1,Katyayani thifluzamide  Peter 150ML x 1,0.165,0.165,0.15,0.15,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-1381,K-1380,BK-528,BK-528,250ml x 3,250ml x 3,Namami - Tricyclazole 18.0% + Tebuconazole 14.4% SC 250ml x 3,Katyayani Namami - Tricyclazole 18.0% + Tebuconazole 14.4% SC 250ml x 3,0.825,0.825,0.75,0.75,3,3
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-1137,K-489,BK-472,BK-472,250 ML x 2,250 ML x 2,Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 250 ML x 2,Katyayani Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 250 ML x 2,0.55,0.55,0.5,0.5,2,2
Fertilizer,Fertilizer,Bio Fertilizer,Bio Fertilizer,K-72,K-69,BK-917,BK-917,1 Ltr x 10,1 Ltr x 10,Rhizobium spp 1 Ltr x 10,Katyayani Rhizobium spp 1 Ltr x 10,11,11,10,10,10,10
Seeds,Seeds,Seeds,Seeds,G-670,G-670,BK-237,BK-237,5 gm x 1,5 gm x 1,Pak Choi Seeds_Vegitable Seed 5 gm x 1,Katyayani Pak Choi Seeds_Vegitable Seed 5 gm x 1,0.005,0.005,0.005,0.005,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-5637,K-6159,BK-995,BK-995,1Ltr x 10,1Ltr x 10,Chatur - Mancozeb 40% + Azoxystrobin 7% 1Ltr x 10,Katyayani Chatur - Mancozeb 40% + Azoxystrobin 7% 1Ltr x 10,11,11,10,10,10,10
