"displayName","sku","parentSku","itemQty","grossWeight","is_parent"
"Katyayani ELPI (Cymoxanil 8 % + Mancozeb 64 % WP) 500gm x 40","K-552","K-547",40,22,false
"Katyayani Starch superabsorbent WATER HOLD 5Kg x 10","K-5066","K-5806",10,55,false
"Katyayani Prodizol (Propiconazole 13.9 % + Difenoconazole 13.9 %) 250ml x 7","K-504","K-501",7,1.925,false
"Katyayani carbon black 100gm x 3","K-5661","K-5660",3,0.33,false
"Katyayani Starch superabsorbent WATER HOLD 5kg x 4","K-5065","K-5806",4,22,false
"Katyayani SULVET - sulphur 80% wdg 1kg x 10","K-5642","K-5327",10,11,false
"Katyayani Fast - Paclobutrazol 23% SC 100ml x 3","K-5454","K-5803",3,0.33,false
"Katyayani Bacillus supp 2% AS 1 ltr x 10","K-481","K-478",10,11,false
"Katyayani Prodizol (Propiconazole 13.9 % + Difenoconazole 13.9 %) 250ml x 12","K-505","K-501",12,3.3,false
"Katyayani ammonium molybnate 52% 100gm x 3","K-5724","K-5723",3,0.33,false
"Katyayani ZINC SULPHATE 33% 1kg x 10","K-5543","K-5688",10,11,false
"Katyayani Trichoderma viride 1 Ltr x 3","K-459","K-458",3,3.3,false
"Katyayani Calcium Solubilizing bacteria 1Ltr x 3","K-5677","K-5676",3,3.3,false
"Katyayani kzeb (Mancozeb 75% WP) 400gm x 39","K-5083","K-560",39,16.5,false
"Katyayani BACILLUS SUPP 2% AS Powder 1 kg x 3","K-5121","K-5119",3,3.3,false
"Katyayani Namami - Tricyclazole 18.0% + Tebuconazole 14.4% SC 250ml x 12","K-1384","K-1380",12,3.3,false
"Katyayani AZOTRI PRO (Azoxystrobin 16.7 % + Tricyclazole 33.3% SC) 100 ml x 10","K-6520","K-6517",10,1.1,false
"Katyayani Chlorothalonil 75% wp 250gm x 6","K-1341","K-1338",6,1.65,false
"Katyayani COC (Copper Oxychloride 50% WP) 250gm x 8","K-5199","K-567",8,2.2,false
"Katyayani thifluzamide  Peter 150ML x 10","K-5258","K-5254",10,1.65,false
"Katyayani Namami - Tricyclazole 18.0% + Tebuconazole 14.4% SC 250ml x 40","K-1386","K-1380",40,11,false
"Katyayani Pseudomonas fluorescence 1 ltr x 3","K-471","K-470",3,3.3,false
"Katyayani All in 1 Organic Fungicide 100 gm x 2","K-443","K-442",2,0.22,false
"Katyayani Professor (Ametocitradin 27 + Dimethomorph 20.27 SC) 400ml x 20","K-519","K-515",20,8.8,false
"Katyayani ORGANIC MANURE ( bucket) 10 Kg x 40","K-5795","K-5932",40,440,false
"Katyayani ZINC SULPHATE 33% 1kg x 5","K-5542","K-5688",5,5.5,false
"Katyayani Concor 250ml x 7","K-511","K-508",7,1.925,false
"Katyayani ZINC SULPHATE 33% 1kg x 20","K-5544","K-5688",20,22,false
"Katyayani Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 250ml x 12","K-493","K-489",12,3.3,false
"Katyayani Samartha - Carbendazim 12 % + Mancozeb 63 % WP 800gm x 5","K-543","K-541",5,4.4,false
"Katyayani ELPI (Cymoxanil 8 % + Mancozeb 64 % WP) 500gm x 6","K-549","K-547",6,3.3,false
"Katyayani Manganese Sulphate 1kg x 10","K-5651","K-5649",10,11,false
"Katyayani ELPI (Cymoxanil 8 % + Mancozeb 64 % WP) 1 Kg x 100","K-457","K-5019",100,110,false
"Katyayani NPK 00 00 23 1kg x 20","K-6312","K-6308",20,22,false
"Katyayani Humic+FULVIC 800 gm x 10 ","K-28","K-24",10,8.8,false
"Katyayani Magnesium Sulfate / Epsom salt 530gm x 3","K-870","K-5080",3,1.749,false
"Katyayani All in 1 Organic Fungicide 100 gm x 9","K-445","K-442",9,0.99,false
"Katyayani CMS 50kg x 8","K-5092","K-5090",8,440,false
"Katyayani BACSIL SILICA SOLUBIZING BACTERIA 1Ltr x 10","K-5404","K-5401",10,11,false
"Katyayani ammonium molybnate 52% 100gm x 20","K-5727","K-5723",20,2.2,false
"Katyayani KTM (THIOPHANATE METHYL 70% WP) 250gm x 6","K-536","K-533",6,1.65,false
"Katyayani CMS 50kg x 20","K-5093","K-5090",20,1100,false
"Katyayani Accel gro (Gibberellic Acid 0.186% S.P) 500 gm x 10","K-6265","K-6262",10,5.5,false
"Katyayani HEXA 5 PLUS (HEXACONAZOLE 5% SC) 1 ltr x 50","K-486","K-483",50,55,false
"Katyayani K-Ortho - Orthosilicic Acid (OSA) 2 % 1Ltr x 3","K-5359","K-5358",3,3.3,false
"Katyayani Samartha - Carbendazim 12 % + Mancozeb 63 % WP 500gm x 6","K-5783","K-540",6,3.3,false
"Katyayani Prom Farmer 50Kg x 10","K-5062","K-5174",10,550,false
"Katyayani NPK 13 40 13 470gm x 10","K-5534","K-5531",10,5.17,false
"Katyayani Prom 950gm x 2","K-1108","K-1107",2,2.09,false
"Katyayani Calcium EDTA 470gm x 4","K-1316","K-1314",4,2.068,false
"Katyayani PROPI - Propineb 70% WP 800gm x 25","K-531","K-527",25,22,false
"Katyayani Samartha - Carbendazim 12 % + Mancozeb 63 % WP 800gm x 25","K-545","K-541",25,22,false
"Katyayani NPK 00 00 23 470gm x 10","K-5673","K-5670",10,5.17,false
"Katyayani NPK 00 00 23 1kg x 3","K-6309","K-6308",3,3.3,false
"Katyayani Rhizobium spp 1 Ltr x 3","K-70","K-69",3,3.3,false
"Katyayani zinc edta 12 % 450gm x 4","K-160","K-158",4,1.98,false
"Katyayani Boost (Propiconazole 25 % EC) 250ml x 3","K-434","K-433",3,0.825,false
"Katyayani Professor (Ametocitradin 27 + Dimethomorph 20.27 SC) 250ml x 20","K-1209","K-1139",20,5.5,false
"Katyayani All in 1 Organic Fungicide 100 gm x 18","K-446","K-442",18,1.98,false
"Katyayani Starch superabsorbent WATER HOLD 1 kg x 3","K-6326","K-5173",3,3.3,false
"Katyayani ETHER 39 (Ethephon 39% SL) 1Ltr x 5","K-5606","K-5604",5,5.5,false
"Katyayani Accel gro (Gibberellic Acid 0.186% S.P) 500 gm x 2","K-6263","K-6262",2,1.1,false
"Katyayani K-RAJA (MYCORRIZA) 100gm x 10","K-5669","K-5567",10,1.1,false
"Katyayani Ampelomyces quisqualis 1 ltr x 3","K-467","K-466",3,3.3,false
"Katyayani Fast - Paclobutrazol 23% SC 100ml x 10","K-5456","K-5803",10,1.1,false
"Katyayani Samartha - Carbendazim 12 % + Mancozeb 63 % WP 800gm x 10","K-544","K-541",10,8.8,false
"Katyayani SILICA PRO - NATURAL GRANULATED SILICA 50kg  x 4","K-5763","K-5760",4,220,false
"Katyayani Humic Zyme Plus 10kg Bucket x 10","K-5138","K-5878",10,110,false
"Katyayani NPK 13 00 45 1 kg x 3","K-6292","K-5831",3,3.3,false
"Katyayani Calcium Solubilizing bacteria 1Ltr x 5","K-5678","K-5676",5,5.5,false
"Katyayani SULVET - sulphur 80% wdg 5 Kg x 20","K-488","K-6170",20,110,false
"Katyayani SILICA PRO - NATURAL GRANULATED SILICA 50kg  x 2","K-5761","K-5760",2,110,false
"Katyayani Prodizol (Propiconazole 13.9 % + Difenoconazole 13.9 %) 250ml x 4","K-503","K-501",4,1.1,false
"Katyayani Organic manure 50kg x 8","K-5095","K-5086",8,440,false
"Katyayani Calcium Solubilizing bacteria 1Ltr x 10","K-5679","K-5676",10,11,false
"Katyayani KTM (THIOPHANATE METHYL 70% WP) 250gm x 12","K-537","K-533",12,3.3,false
"Katyayani Professor (Ametocitradin 27 + Dimethomorph 20.27 SC) 5 Ltr x 6","K-5819","K-6721",6,33,false
"Katyayani Humic Zyme Plus 10kg Bucket x 40","K-5139","K-5878",40,440,false
"Katyayani BACSIL SILICA SOLUBIZING BACTERIA 1Ltr x 3","K-5402","K-5401",3,3.3,false
"Katyayani ORGANIC MANURE ( bucket) 10 Kg  x 10","K-5794","K-5932",10,110,false
"Katyayani Professor (Ametocitradin 27 + Dimethomorph 20.27 SC) 400ml x 100","K-520","K-515",100,44,false
"Katyayani ZINC SULPHATE 33% 1kg x 3","K-5541","K-5688",3,3.3,false
"Katyayani Trichoderma viride 1 ltr x 10","K-461","K-458",10,11,false
"Katyayani NPK 00 00 23 1kg x 10","K-6311","K-6308",10,11,false
"Katyayani Accel gro Plus (GIBBERELLIC ACID 40% WSG) 6gm x 8","K-6249","K-6232",8,0.0528,false
"Katyayani Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 250ml x 7","K-492","K-489",7,1.925,false
"Katyayani Azoxy (Azoxystrobin 23 % sc) 250ml x 12","K-499","K-495",12,3.3,false
"Katyayani Concor 250ml x 20","K-513","K-508",20,5.5,false
"Katyayani Boric Acid 397gm x 4","K-5633","K-5631",4,1.65,false
"Katyayani Concor 250ml x 60","K-5085","K-508",60,16.5,false
"Katyayani Meta-manco 400gm x 2","K-5638","K-521",2,0.88,true
"Katyayani Trichoderma viride 1 ltr x 5","K-460","K-458",5,5.5,false
"Katyayani Organic manure 50kg x 2","K-5094","K-5086",2,110,false
"Katyayani ETHER 39 (Ethephon 39% SL) 250ml x 3","K-5603","K-5602",3,0.825,false
"Katyayani Npk 12 61 00 1kg x 20","K-6303","K-5971",20,22,false
"Katyayani KTM (THIOPHANATE METHYL 70% WP) 250gm x 4","K-535","K-533",4,1.1,false
"Katyayani All in 1 Organic Fungicide 100gm x 100","K-449","K-442",100,11,false
"Katyayani PROPI - Propineb 70% WP 800gm x 10","K-530","K-527",10,8.8,false
"Katyayani Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 250 ML x 2","K-1137","K-489",2,0.55,true
"Katyayani Npk 12 61 00 1kg x 50","K-6673","K-5971",50,55,false
"Katyayani NPK 13 40 13 470gm x 2","K-5532","K-5531",2,1.034,false
"Katyayani ORGANIC MANURE ( bucket) 10 Kg x 100","K-5796","K-5932",100,1100,false
"Katyayani Azoxy (Azoxystrobin 23 % sc) 250ml x 3","K-496","K-495",3,0.825,false
"Katyayani Boost (Propiconazole 25 % EC) 250ml x 12","K-437","K-433",12,3.3,false
"Katyayani FE EDTA Iron 450 gm x 20","K-979","K-975",20,9.9,false
"Katyayani NPK 13 00 45 1 kg x 10","K-6294","K-5831",10,11,false
"Katyayani KTM (THIOPHANATE METHYL 70% WP) 250gm x 40","K-539","K-533",40,11,false
"Katyayani ELPI (Cymoxanil 8 % + Mancozeb 64 % WP) 500gm x 3","K-548","K-547",3,1.65,false
"Katyayani ELPI (Cymoxanil 8 % + Mancozeb 64 % WP) 500 gm x 20","K-551","K-547",20,11,false
"Katyayani Samartha - Carbendazim 12 % + Mancozeb 63 % WP 250gm x 20","K-5278","K-1190",20,5.5,false
"Katyayani All in 1 Organic Fungicide 100 gm x 50","K-448","K-442",50,5.5,false
"Katyayani Samartha - Carbendazim 12 % + Mancozeb 63 % WP 500gm x 20","K-5785","K-540",20,11,false
"Katyayani ETHER 39 (Ethephon 39% SL) 1Ltr x 10","K-5607","K-5604",10,11,false
"Katyayani Organic Potash Fertilizer 10kg Bucket x 100","K-5137","K-5098",100,1100,false
"Katyayani Professor (Ametocitradin 27 + Dimethomorph 20.27 SC) 400ml x 2","K-516","K-515",2,0.88,false
"Katyayani Starch superabsorbent WATER HOLD 5KG x 2","K-5807","K-5806",2,11,false
"Katyayani NPK 13 00 45 1 kg x 5","K-6293","K-5831",5,5.5,false
"Katyayani NATURAL GRANULATED SILICA GARDNERS 950gm x 10","K-5425","K-5422",10,10.45,false
"Katyayani Concor 250ml x 40","K-514","K-508",40,11,false
"Katyayani Samartha - Carbendazim 12 % + Mancozeb 63 % WP 500gm  x 2","K-5782","K-540",2,1.1,false
"Katyayani Prom Farmer 50 KG x 2","K-5061","K-5174",2,110,false
"Katyayani PROPI - Propineb 70% WP 800gm x 50","K-532","K-527",50,44,false
"Katyayani Organic manure 50kg x 20","K-5096","K-5086",20,1100,false
"Katyayani NPK 13 40 13 1kg x 20","K-6307","K-5831",20,22,false
"Katyayani Chlorothalonil 75% wp 250gm x 20","K-1343","K-1338",20,5.5,false
"Katyayani PROPI - Propineb 70% WP 400gm x 75","K-5089","K-1250",75,33,false
"Katyayani ammonium molybnate 52% 100gm x 10","K-5726","K-5723",10,1.1,false
"Katyayani Accel gro (Gibberellic Acid 0.186% S.P) 500 gm x 4","K-6264","K-6262",4,2.2,false
"Katyayani Trichoderma harzianum 1 ltr x 5","K-464","K-462",5,5.5,false
"Katyayani kzeb (Mancozeb 75% WP) 800gm x 25","K-565","K-561",25,22,false
"Katyayani thifluzamide  Peter 150ML x 20","K-5259","K-5254",20,3.3,false
"Katyayani kzeb (Mancozeb 75% WP) 800gm x 5","K-563","K-561",5,4.4,false
"Katyayani Pseudomonas Fluorescens 1 kg x 10","K-5126","K-5120",10,11,false
"Katyayani Pseudomonas fluorescence 1 ltr x 5","K-472","K-470",5,5.5,false
"Katyayani Npk 12 61 00 1kg x 10","K-6302","K-5971",10,11,false
"Katyayani BHUMIRAJA (MYCORRHIZA) 4kg x 2","K-5681","K-5680",2,8.8,false
"Katyayani KTM (THIOPHANATE METHYL 70% WP) 250gm x 7","K-1215","K-533",7,1.925,false
"Katyayani Prodizol (Propiconazole 13.9 % + Difenoconazole 13.9 %) 250ml x 20","K-506","K-501",20,5.5,false
"Katyayani NPK 13 40 13 1kg x 3","K-6304","K-5831",3,3.3,false
"Katyayani All in 1 Organic Fungicide 100gm x 36","K-447","K-442",36,3.96,false
"Katyayani Organic PROM Fertilizer 10kg Bucket x 40","K-5133","K-5097",40,440,false
"Katyayani Rootfast 100gm x 8","K-1300","K-1298",8,0.88,false
"Katyayani Bio Zyme 35kg x 4","K-5195","K-5099",4,154,false
"Katyayani Npk 12 61 00 1kg x 5","K-6301","K-5971",5,5.5,false
"Katyayani Trichoderma harzianum 1 ltr x 3","K-463","K-462",3,3.3,false
"Katyayani Boost (Propiconazole 25 % EC) 250ml x 6","K-436","K-433",6,1.65,false
"Katyayani K-Ortho - Orthosilicic Acid (OSA) 2 % 1Ltr x 5","K-5360","K-5358",5,5.5,false
"Katyayani Boost (Propiconazole 25 % EC) 250ml x 20","K-438","K-433",20,5.5,false
"Katyayani Concor 250ml x 3","K-509","K-508",3,0.825,false
"Katyayani Paecilomyces Lilacinus 1 ltr x 10","K-477","K-474",10,11,false
"Katyayani NPK 13 40 13 1kg x 10","K-6306","K-5831",10,11,false
"Katyayani BACSIL SILICA SOLUBIZING BACTERIA 1Ltr x 5","K-5403","K-5401",5,5.5,false
"Katyayani Copper Sulphate 470g x 4","K-5812","K-5810",4,2.068,false
"Katyayani DrZole (Azoxystrobin 11.00 % Tebuconazole 18.30 % SC) 250ml x 20","K-582","K-577",20,5.5,false
"Katyayani Tebusul (Tebuconazole 10 % + sulphur 65 % wg) 1 Kg x 50","K-1216","K-554",50,55,false
"Katyayani KasuCopper 50 (Kasugamycin 5% + Copper Oxychloride 45% WP) 100 gm x 20","K-6512","K-6511",20,2.2,false
"Katyayani KasuCopper 50 (Kasugamycin 5% + Copper Oxychloride 45% WP) 100 gm x 50","K-6514","K-6511",50,5.5,false
"Katyayani DrZole (Azoxystrobin 11.00 % Tebuconazole 18.30 % SC) 50ml x 2","K-6619","K-5687",2,0.11,false
"Katyayani BACILLUS SUPP 2% AS Powder 1 kg x 10","K-5123","K-5119",10,11,false
"Katyayani BACILLUS SUPP 2% AS Powder 1 kg x 5","K-5122","K-5119",5,5.5,false
"Katyayani K-Ortho - Orthosilicic Acid (OSA) 2 % 1Ltr x 10","K-5361","K-5358",10,11,false
"Katyayani Azoxy (Azoxystrobin 23 % sc) 250ml x 4","K-497","K-495",4,1.1,false
"Katyayani Samartha - Carbendazim 12 % + Mancozeb 63 % WP 500gm x 10","K-5784","K-540",10,5.5,false
"Katyayani Samartha - Carbendazim 12 % + Mancozeb 63 % WP 250 gm x 40","K-6479","K-1190",40,11,false
"Katyayani AZOTRI PRO (Azoxystrobin 16.7 % + Tricyclazole 33.3% SC) 100 ml x 3","K-6518","K-6517",3,0.33,false
"Katyayani DrZole (Azoxystrobin 11.00 % Tebuconazole 18.30 % SC) 100ml x 2","K-6621","K-5690",2,0.22,false
"Katyayani META - SULVET (Sulphur 55.16% SC) 1 ltr x 10","K-6354","K-6351",10,11,true
"Katyayani KMYCIN (Streptomycin Sulphate 90% + Tetracycline Hydrochloride 10%) 6gm x 50","K-5468","K-5551",50,0.33,false
"Katyayani Chatur - Mancozeb 40% + Azoxystrobin 7% 250ml x 12","K-5635","K-5824",12,3.3,false
"Katyayani Chatur - Mancozeb 40% + Azoxystrobin 7% 250ml x 20","K-5636","K-5824",20,5.5,false
"Katyayani Neev ( Tebuconazole 2% DS )  40gm x 5","K-5659","K-5689",5,0.22,false
"Katyayani Neev ( Tebuconazole 2% DS )  40gm x 10","K-5664","K-5689",10,0.44,false
"Katyayani Chatur - Mancozeb 40% + Azoxystrobin 7% 1Ltr x 5","K-6161","K-6159",5,5.5,false
"Katyayani DR BLIGHT (Metalaxyl-M 3.3% + Chlorothalonil 33.1% SC) 250ml x 20","K-5573","K-5568",20,5.5,false
"Katyayani bordeaux mixture  950gm x 5","K-5667","K-5666",5,5.225,false
"Katyayani kzeb (Mancozeb 75% WP) 800gm x 50","K-566","K-561",50,44,false
"Katyayani Namami - Tricyclazole 18.0% + Tebuconazole 14.4% SC 250ml x 4","K-1382","K-1380",4,1.1,false
"Katyayani Paecilomyces Lilacinus 1 ltr x 3","K-475","K-474",3,3.3,false
"Katyayani ELPI (Cymoxanil 8 % + Mancozeb 64 % WP) 250gm x 2","K-450","K-5251",2,0.55,false
"Katyayani META - SULVET (Sulphur 55.16% SC) 1 ltr x 20","K-6355","K-6351",20,22,true
"Katyayani Paecilomyces Lilacinus Bio Fungicide Powder 1 kg x 3","K-5147","K-5146",3,3.3,false
"Katyayani Tebusul (Tebuconazole 10 % + sulphur 65 % wg) 1 Kg x 3","K-556","K-554",3,3.3,false
"Katyayani META - SULVET (Sulphur 55.16% SC) 1 ltr x 5","K-6353","K-6351",5,5.5,true
"Katyayani Trichoderma Viride Bio Fungicide Powder  1 kg x 3","K-5143","K-5142",3,3.3,false
"Katyayani kzeb (Mancozeb 75% WP) 800gm x 10","K-564","K-561",10,8.8,false
"Katyayani DrZole (Azoxystrobin 11.00 % Tebuconazole 18.30 % SC) 500 ml x 2","K-6686","K-6500",2,1.1,false
"Katyayani Trichoderma Viride Bio Fungicide Powder  1 kg x 5","K-5144","K-5142",5,5.5,false
"Katyayani DrZole (Azoxystrobin 11.00 % Tebuconazole 18.30 % SC) 1ltr x 2","K-6687","K-5998",2,2.2,false
"Katyayani Kartavya - Tebuconazole 50% + Trifloxystrobin 25% WG 100 gm x 50","K-1393","K-1387",50,55,false
"Katyayani Chatur - Mancozeb 40% + Azoxystrobin 7% 250ml x 4","K-5634","K-5824",4,1.1,false
"Katyayani DrZole (Azoxystrobin 11.00 % Tebuconazole 18.30 % SC) 250ml x 12","K-581","K-577",12,3.3,false
"Katyayani Azozeb  (Azoxystrobin 8.3% + Mancozeb 66.7% WG) 600 gm x 20","K-6548","K-6544",20,13.2,false
"Katyayani Copper Sulphate 470g x 20","K-5814","K-5810",20,10.34,false
"Katyayani Weed killer 250ml x 4","K-585","K-583",4,1.1,false
"Katyayani kzeb (Mancozeb 75% WP) 400gm x 25","K-5072","K-560",25,11,false
"Katyayani Chlorothalonil 75% wp 250gm x 4","K-1340","K-1338",4,1.1,false
"Katyayani DrZole (Azoxystrobin 11.00 % Tebuconazole 18.30 % SC) 100ml x 10","K-6623","K-5690",10,1.1,false
"Katyayani Copper Sulphate 1kg x 100","K-5200","K-5117",100,110,false
"Katyayani Tebusul (Tebuconazole 10 % + sulphur 65 % wg) 1 Kg x 10","K-558","K-554",10,11,false
"Katyayani thifluzamide  Peter 150ML x 3","K-5256","K-5254",3,0.495,false
"Katyayani Trichoderma Harzianum Bio Fungicide Powder  1 kg x 3","K-5152","K-5151",3,3.3,false
"Katyayani Paecilomyces Lilacinus Bio Fungicide Powder 1 kg x 10","K-5149","K-5146",10,11,false
"Katyayani Kartavya - Tebuconazole 50% + Trifloxystrobin 25% WG 100 gm x 2","K-1388","K-1387",2,0.22,false
"Katyayani DrZole (Azoxystrobin 11.00 % Tebuconazole 18.30 % SC) 250ml x 3","K-578","K-577",3,0.825,false
"Katyayani Paecilomyces Lilacinus Bio Fungicide Powder 1 kg x 5","K-5148","K-5146",5,5.5,false
"Katyayani Chatur - Mancozeb 40% + Azoxystrobin 7% 1Ltr x 3","K-6160","K-6159",3,3.3,false
"Katyayani SILICA PRO - NATURAL GRANULATED SILICA 50kg x 20","K-5426","K-5760",20,1100,false
"Katyayani HEXA 5 PLUS (HEXACONAZOLE 5% SC) 1000ml x 5","K-484","K-483",5,5.5,false
"Katyayani Professor (Ametocitradin 27 + Dimethomorph 20.27 SC) 250ml x 4","K-1138","K-1139",4,1.1,false
"Katyayani NPK 00 00 23 470gm x 20","K-5674","K-5670",20,10.34,false
"Katyayani thifluzamide  Peter 150ML x 2","K-5255","K-5254",2,0.33,false
"Katyayani DrZole (Azoxystrobin 11.00 % Tebuconazole 18.30 % SC) 250ml x 7","K-580","K-577",7,1.925,false
"Katyayani METAXEL ( Metalaxyl 35 % ws) 25kg x 20","K-5075","K-6722",20,660,false
"Katyayani Neev ( Tebuconazole 2% DS )  40gm x 20","K-5665","K-5689",20,0.88,false
"Katyayani AZOTRI PRO (Azoxystrobin 16.7 % + Tricyclazole 33.3% SC) 100 ml x 5","K-6519","K-6517",5,0.55,false
"Katyayani METAXEL ( Metalaxyl 35 % ws) 250gm x 4","K-5597","K-5058",4,1.1,false
"Katyayani thifluzamide  Peter 150ML x 6","K-5257","K-5254",6,0.99,false
"Katyayani Tebusul (Tebuconazole 10 % + sulphur 65 % wg) 1 Kg x 20","K-559","K-554",20,22,false
"Katyayani Pseudomonas Fluorescens 1 kg x 5","K-5125","K-5120",5,5.5,false
"Katyayani Pseudomonas Fluorescens 1 kg x 3","K-5124","K-5120",3,3.3,false
"Katyayani Kartavya - Tebuconazole 50% + Trifloxystrobin 25% WG 100gm x 36","K-1392","K-1387",36,3.96,false
"Katyayani KMYCIN (Streptomycin Sulphate 90% + Tetracycline Hydrochloride 10%) 6 gm x 5","K-6401","K-5551",5,0.033,true
"Katyayani Chlorothalonil 75% wp 250gm x 40","K-1344","K-1338",40,11,false
"Katyayani DrZole (Azoxystrobin 11.00 % Tebuconazole 18.30 % SC) 250ml x 4","K-579","K-577",4,1.1,false
"Katyayani KMYCIN (Streptomycin Sulphate 90% + Tetracycline Hydrochloride 10%) 6gm x 10","K-5465","K-5551",10,0.066,false
"Katyayani bordeaux mixture  950gm x 2","K-6158","K-5666",2,2.09,false
"Katyayani Azozeb  (Azoxystrobin 8.3% + Mancozeb 66.7% WG) 600 gm x 5","K-6546","K-6544",5,3.3,false
"Katyayani Tebusul (Tebuconazole 10 % + sulphur 65 % wg) 1 Kg x 5","K-557","K-554",5,5.5,false
"Katyayani DrZole (Azoxystrobin 11.00 % Tebuconazole 18.30 % SC) 100ml x 5","K-6622","K-5690",5,0.55,false
"Katyayani SILICA PRO - NATURAL GRANULATED SILICA 50kg x 3","K-5762","K-5760",3,165,false
"Katyayani NPK 13 40 13 1kg x 5","K-6305","K-5831",5,5.5,false
"Katyayani carbon black 100gm x 10","K-5663","K-5660",10,1.1,false
"Katyayani Meta-manco 400gm x 10","K-5640","K-5041",10,4.4,false
"Katyayani Namami - Tricyclazole 18.0% + Tebuconazole 14.4% SC 250ml x 20","K-1385","K-1380",20,5.5,false
"Katyayani META - SULVET (Sulphur 55.16% SC) 1 ltr x 3","K-6352","K-6351",3,3.3,true
"Katyayani Kartavya - Tebuconazole 50% + Trifloxystrobin 25% WG 100 gm x 100","K-1394","K-1387",100,11,false
"Katyayani Weed killer 250ml x 20","K-587","K-583",20,5.5,false
"Katyayani Kartavya - Tebuconazole 50% + Trifloxystrobin 25% WG 100gm x 4","K-1389","K-1387",4,0.44,false
"Katyayani METAXEL ( Metalaxyl 35 % ws) 250gm x 12","K-5598","K-5058",12,3.3,false
"Katyayani Azochlo ( star ) Azoxystrobin 4.8% w/w + Chlorothalonil 40% w/w SC 1 ltr x 10","K-6552","K-6549",10,11,false
"Katyayani Azochlo ( star ) Azoxystrobin 4.8% w/w + Chlorothalonil 40% w/w SC 1 ltr x 5","K-6551","K-6549",5,5.5,false
"Katyayani KMYCIN (Streptomycin Sulphate 90% + Tetracycline Hydrochloride 10%) 6 gm x 2","K-5755","K-5551",2,0.0132,false
"Katyayani SULVET - sulphur 80% wdg 25kg x 40","K-953","K-5787",40,1100,false
"Katyayani Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 250ml x 3","K-490","K-489",3,0.825,false
"Katyayani Prodizol (Propiconazole 13.9 % + Difenoconazole 13.9 %) 250ml x 40","K-507","K-501",40,11,false
"Katyayani Professor (Ametocitradin 27 + Dimethomorph 20.27 SC) 250 ML x 2","K-1136","K-1139",2,0.55,false
"Katyayani Namami - Tricyclazole 18.0% + Tebuconazole 14.4% SC 250ml x 7","K-1383","K-1380",7,1.925,false
"Katyayani Trichoderma Harzianum Bio Fungicide Powder  1 kg x 5","K-5153","K-5151",5,5.5,false
"Katyayani METAXEL ( Metalaxyl 35 % ws) 250 gm x 40","K-5059","K-5058",40,11,false
"Katyayani Starch superabsorbent WATER HOLD 1 kg x 5","K-6327","K-5173",5,5.5,false
"Katyayani Bio Npk consortia powder 1 kg x 5","K-5407","K-5405",5,5.5,false
"Katyayani HEXA 5 PLUS (HEXACONAZOLE 5% SC) 1000ml x 10","K-485","K-483",10,11,false
"Katyayani thifluzamide  Peter 150ML x 100","K-5260","K-5254",100,16.5,false
"Katyayani Weed killer 250ml x 12","K-586","K-583",12,3.3,false
"Katyayani Tebusul (Tebuconazole 10 % + sulphur 65 % wg) 1 Kg X 2","K-1141","K-554",2,2.2,false
"Katyayani Copper Sulphate 470g x 10","K-5813","K-5810",10,5.17,false
"Katyayani METAXEL ( Metalaxyl 35 % ws) 250gm x 20","K-5599","K-5058",20,5.5,false
"Katyayani DR BLIGHT (Metalaxyl-M 3.3% + Chlorothalonil 33.1% SC) 250ml x 3","K-5569","K-5568",3,0.825,false
"Katyayani Starch superabsorbent WATER HOLD 1 kg x 20","K-6329","K-5173",20,22,false
"Katyayani Azoxy (Azoxystrobin 23 % sc) 250ml x 7","K-498","K-495",7,1.925,false
"Katyayani COC (Copper Oxychloride 50% WP) 450gm x 4","K-570","K-568",4,1.98,false
"Katyayani Chatur - Mancozeb 40% + Azoxystrobin 7% 250ml x 40","K-1280","K-5824",40,11,false
"Katyayani Chlorothalonil 75% wp 250gm x 12","K-1342","K-1338",12,3.3,false
"Katyayani Azozeb  (Azoxystrobin 8.3% + Mancozeb 66.7% WG) 600 gm x 3","K-6545","K-6544",3,1.98,false
"Katyayani KMYCIN (Streptomycin Sulphate 90% + Tetracycline Hydrochloride 10%) 6gm x 40","K-5467","K-5551",40,0.264,false
"Katyayani DR BLIGHT (Metalaxyl-M 3.3% + Chlorothalonil 33.1% SC) 250ml x 4","K-5570","K-5568",4,1.1,false
"Katyayani Chatur - Mancozeb 40% + Azoxystrobin 7% 1Ltr x 10","K-5637","K-6159",10,11,false
"Katyayani KasuCopper 50 (Kasugamycin 5% + Copper Oxychloride 45% WP) 100 gm x 30","K-6513","K-6511",30,3.3,false
"Katyayani Copper Sulphate 470g x 2","K-5811","K-5810",2,1.034,false
"Katyayani Weed killer 250ml x 3","K-584","K-583",3,0.75,false
"Katyayani Trichoderma Viride Bio Fungicide Powder  1 kg x 10","K-5145","K-5142",10,11,false
"Katyayani COC (Copper Oxychloride 50% WP) 450gm x 2","K-569","K-568",2,0.99,false
"Katyayani Trichoderma Harzianum Bio Fungicide Powder  1 kg x 10","K-5154","K-5151",10,11,false
